Poll_ID,Jurisdiction Code,County_Name,Election_District_Precinct_Part,Poll_Place_ID,Poll_Name,Poll_Address1,City,State,ZIP,Legislative_Sub-District,Legislative_District,Congressional_District,Judicial_Circuit,Appellate_Circuit,Councilmanic_District,Commissioner_District,Board_Of_Education_District,Orphans'_Court_District,Election_District,Municipalities,Building_Type,College_Nearby,College_Name,Is_Early_Voting_Location
26410,1,Allegany,001-000-1,36277,Orleans Volunteer Fire Department,"12210 Orleans Road, NE",Little Orleans,MD,21766,01C,01,06,04,03,,,,,01,,FIRE STATION,,,
26411,1,Allegany,002-000-1,37115,Oldtown Volunteer Fire Department,"18712 Oldtown Road, SE",Oldtown,MD,21555,01C,01,06,04,03,,,,,02,,FIRE STATION,,,
26412,1,Allegany,003-000-1,36923,Flintstone Volunteer Fire Department,21701 Flintstone Drive NE,Flintstone,MD,21530,01C,01,06,04,03,,,,,03,,FIRE STATION,,,
26898,1,Allegany,004-000-1,37905,Fort Hill High School,500 Greenway Avenue,Cumberland,MD,21502,01B,01,06,04,03,,,,,04,,SCHOOL,,,
26899,1,Allegany,004-000-2,37905,Fort Hill High School,500 Greenway Avenue,Cumberland,MD,21502,01B,01,06,04,03,,,,,04,MUNICIPALITY CUMBERLAND CU,SCHOOL,,,
26900,1,Allegany,005-000-1,36925,Braddock Middle School -,909 Holland Street,Cumberland,MD,21502,01B,01,06,04,03,,,,,05,,SCHOOL,,,
26901,1,Allegany,005-000-2,36925,Braddock Middle School -,909 Holland Street,Cumberland,MD,21502,01B,01,06,04,03,,,,,05,MUNICIPALITY CUMBERLAND CU,SCHOOL,,,
26416,1,Allegany,006-005-1,37432,Allegany High School,900 Seton Drive,Cumberland,MD,21502,01B,01,06,04,03,,,,,06,,SCHOOL,,,
26442,1,Allegany,006-005-2,37432,Allegany High School,900 Seton Drive,Cumberland,MD,21502,01B,01,06,04,03,,,,,06,MUNICIPALITY CUMBERLAND CU,SCHOOL,,,
26417,1,Allegany,006-006-1,37906,All. Cty.  Multi-Purpose Bldg.,11490 Moss Avenue SW,Cumberland,MD,21502,01B,01,06,04,03,,,,,06,,OTHER,,,
26418,1,Allegany,007-001-1,36750,Cresaptown Elementary School,"13202 Sixth Avenue, SW",Cresaptown,MD,21502,01B,01,06,04,03,,,,,07,,SCHOOL,,,
26419,1,Allegany,007-002-1,36926,Bel Air Elementary School,"14401 Barton Boulevard, SW",Cumberland,MD,21502,01A,01,06,04,03,,,,,07,,SCHOOL,,,
26420,1,Allegany,008-000-1,36751,Westernport Elementary School,172 Church Street,Westernport,MD,21562,01A,01,06,04,03,,,,,08,,SCHOOL,,,
26443,1,Allegany,008-000-2,36751,Westernport Elementary School,172 Church Street,Westernport,MD,21562,01A,01,06,04,03,,,,,08,WESTERNPORT CC WD45,SCHOOL,,,
26453,1,Allegany,008-000-3,36751,Westernport Elementary School,172 Church Street,Westernport,MD,21562,01A,01,06,04,03,,,,,08,LUKE CC WD43,SCHOOL,,,
26421,1,Allegany,009-000-1,36752,Barton Council Chamber,"19018 Legislative Road, SW",Barton,MD,21521,01A,01,06,04,03,,,,,09,,OTHER,,,
26444,1,Allegany,009-000-2,36752,Barton Council Chamber,"19018 Legislative Road, SW",Barton,MD,21521,01A,01,06,04,03,,,,,09,BARTON CC WD40,OTHER,,,
26422,1,Allegany,010-000-1,36753,Westmar Middle School - Gym,"16915 Lower Georges Creek Road, SW",Lonaconing,MD,21539,01A,01,06,04,03,,,,,10,,SCHOOL,,,
26445,1,Allegany,010-000-2,36753,Westmar Middle School - Gym,"16915 Lower Georges Creek Road, SW",Lonaconing,MD,21539,01A,01,06,04,03,,,,,10,LONACONING TH WD42,SCHOOL,,,
26423,1,Allegany,011-000-1,36754,Frost Elementary School,260 Shaw Street,Frostburg,MD,21532,01B,01,06,04,03,,,,,11,,SCHOOL,,,
26446,1,Allegany,011-000-2,36754,Frost Elementary School,260 Shaw Street,Frostburg,MD,21532,01B,01,06,04,03,,,,,11,FROSTBURG POLICE LOBBY WD41,SCHOOL,,,
26424,1,Allegany,012-000-1,36755,Mountain Ridge High School Gym,100 Dr. Nancy S. Grasmick Lane,Frostburg,MD,21532,01B,01,06,04,03,,,,,12,,SCHOOL,,,
26447,1,Allegany,012-000-2,36755,Mountain Ridge High School Gym,100 Dr. Nancy S. Grasmick Lane,Frostburg,MD,21532,01B,01,06,04,03,,,,,12,FROSTBURG POLICE LOBBY WD41,SCHOOL,,,
26425,1,Allegany,013-000-1,36916,Mt. Savage Elementary/Middle School,"13201 New School Rd, NW",Mt. Savage,MD,21545,01B,01,06,04,03,,,,,13,,SCHOOL,,,
26448,1,Allegany,014-000-2,36925,Braddock Middle School -,909 Holland Street,Cumberland,MD,21502,01B,01,06,04,03,,,,,14,MUNICIPALITY CUMBERLAND CU,SCHOOL,,,
26772,1,Allegany,016-001-1,36756,Department Of Emergency Services -,11400 PPG Road SE,Cumberland,MD,21502,01C,01,06,04,03,,,,,16,,OTHER,,,
26773,1,Allegany,016-002-1,36756,Department Of Emergency Services -,11400 PPG Road SE,Cumberland,MD,21502,01B,01,06,04,03,,,,,16,,OTHER,,,
26407,1,Allegany,018-000-1,36757,Midland Fire Hall,14823 Broadway Ave. SW,Midland,MD,21532,01B,01,06,04,03,,,,,18,,FIRE STATION,,,
26449,1,Allegany,018-000-2,36757,Midland Fire Hall,14823 Broadway Ave. SW,Midland,MD,21532,01B,01,06,04,03,,,,,18,MIDLAND TH WD44,FIRE STATION,,,
26426,1,Allegany,020-000-1,36758,Ellerslie Volunteer Fire Department,"14200 Ellerslie Road, NW",Ellerslie,MD,21529,01B,01,06,04,03,,,,,20,,FIRE STATION,,,
26427,1,Allegany,021-000-1,36759,Baltimore Pike Volunteer Fire Department,"15010 Baltimore Pike, NE",Cumberland,MD,21502,01C,01,06,04,03,,,,,21,,FIRE STATION,,,
26774,1,Allegany,022-000-1,37431,Allegany College Of Maryland,"12401 Willowbrook RD SE, CE RM 14",Cumberland,MD,21502,01B,01,06,04,03,,,,,22,,SCHOOL,,,
26775,1,Allegany,022-000-2,37431,Allegany College Of Maryland,"12401 Willowbrook RD SE, CE RM 14",Cumberland,MD,21502,01B,01,06,04,03,,,,,22,MUNICIPALITY CUMBERLAND CU,SCHOOL,,,
26428,1,Allegany,023-000-1,36760,St. Luke's Lutheran Church,1601 Frederick Street,Cumberland,MD,21502,01B,01,06,04,03,,,,,23,,CHURCH,,,
26450,1,Allegany,023-000-2,36760,St. Luke's Lutheran Church,1601 Frederick Street,Cumberland,MD,21502,01B,01,06,04,03,,,,,23,MUNICIPALITY CUMBERLAND CU,CHURCH,,,
26429,1,Allegany,024-000-1,37175,Eckhart School,"17000 National Highway, SW",Eckhart,MD,21528,01B,01,06,04,03,,,,,24,,SCHOOL,,,
26451,1,Allegany,024-000-2,37175,Eckhart School,"17000 National Highway, SW",Eckhart,MD,21528,01B,01,06,04,03,,,,,24,FROSTBURG POLICE LOBBY WD41,SCHOOL,,,
26430,1,Allegany,026-000-1,36761,Frostburg Community Center,27 Water Street,Frostburg,MD,21532,01A,01,06,04,03,,,,,26,,COMMUNITY CENTER,,,
26452,1,Allegany,026-000-2,36761,Frostburg Community Center,27 Water Street,Frostburg,MD,21532,01A,01,06,04,03,,,,,26,FROSTBURG POLICE LOBBY WD41,COMMUNITY CENTER,,,
26431,1,Allegany,029-001-1,36762,LaVale Volunteer Fire Department No. 1,421 National Highway,Lavale,MD,21502,01B,01,06,04,03,,,,,29,,FIRE STATION,,,
26432,1,Allegany,029-002-1,36927,Parkside Elementary  School,50 Parkside Boulevard,Lavale,MD,21502,01B,01,06,04,03,,,,,29,,SCHOOL,,,
26433,1,Allegany,029-003-1,36763,Christ Lutheran Church,1222 Vocke Road,Lavale,MD,21502,01B,01,06,04,03,,,,,29,,CHURCH,,,
26434,1,Allegany,031-000-1,36917,Danville Community Church,"18800 Middle Ridge Rd, SW",Rawlings,MD,21557,01A,01,06,04,03,,,,,31,,CHURCH,,,
26435,1,Allegany,034-000-1,36764,Bedford Road Volunteer Fire Department,"13200 Bedford Road, NE",Cumberland,MD,21502,01B,01,06,04,03,,,,,34,,FIRE STATION,,,
,1,Allegany,EVC-1,37249,Allegany County Office Complex,"701 Kelly Road, Room 100",Cumberland,MD,21502,,,,,,,,,,,,OTHER,,,EVC-1
24795,2,Anne Arundel,001-001-1,36297,Linthicum Elementary School,101 School Lane,Linthicum,MD,21090,,32,03,05,05,001,,,,01,,SCHOOL,,,
24796,2,Anne Arundel,001-002-1,36298,Lindale Middle School,415 Andover Road,Linthicum,MD,21090,,32,03,05,05,001,,,,01,,SCHOOL,,,
24797,2,Anne Arundel,001-003-1,37533,North County Hs,10 1st Avenue East,Glen Burnie,MD,21061,,32,03,05,05,001,,,,01,,SCHOOL,,,
24765,2,Anne Arundel,001-004-1,37511,Brooklyn Park Ms,200 Hammonds Lane,Baltimore,MD,21225,12B,12,03,05,05,001,,,,01,,SCHOOL,,,
24798,2,Anne Arundel,001-005-1,36656,Hebron-Harman Elementary School,7660 Ridge Chapel Road,Hanover,MD,21076,,32,03,05,05,001,,,,01,,SCHOOL,,,
24799,2,Anne Arundel,001-006-1,37902,The Gathering Faith Community Church,1320 Dorsey RD,Hanover,MD,21076,,32,03,05,05,001,,,,01,,CHURCH,,,
24800,2,Anne Arundel,001-007-1,36299,Overlook Elementary School,401 Hampton Road,Linthicum,MD,21090,12B,12,03,05,05,001,,,,01,,SCHOOL,,,
24801,2,Anne Arundel,001-008-1,37533,North County Hs,10 1st Avenue East,Glen Burnie,MD,21061,,32,03,05,05,001,,,,01,,SCHOOL,,,
24802,2,Anne Arundel,001-009-1,36300,Hilltop Elementary School,415 Melrose Avenue,Glen Burnie,MD,21061,,32,03,05,05,001,,,,01,,SCHOOL,,,
24803,2,Anne Arundel,001-010-1,36301,St. John Lutheran Church,300 Maple Road West,Linthicum,MD,21090,,32,03,05,05,001,,,,01,,CHURCH,,,
24804,2,Anne Arundel,001-011-1,36302,Linthicum Library,400 Shipley Road,Linthicum,MD,21090,,32,03,05,05,001,,,,01,,OTHER,,,
24805,2,Anne Arundel,001-012-1,36303,North Glen Elementary School,615 Furnace Branch Road West,Glen Burnie,MD,21061,12B,12,03,05,05,001,,,,01,,SCHOOL,,,
24766,2,Anne Arundel,001-013-1,37301,Belle Grove Elementary School,4502 Belle Grove Road,Baltimore,MD,21225,12B,12,03,05,05,001,,,,01,,SCHOOL,,,
24806,2,Anne Arundel,001-014-1,37523,George Cromwell Es,221 Olen Drive,Glen Burnie,MD,21061,,32,03,05,05,001,,,,01,,SCHOOL,,,
24767,2,Anne Arundel,001-015-1,36288,Brooklyn Park Elementary School,200 14th Avenue,Baltimore,MD,21225,12B,12,03,05,05,001,,,,01,,SCHOOL,,,
24768,2,Anne Arundel,001-016-1,36289,Brooklyn Park Library,1 11th Avenue East,Baltimore,MD,21225,12B,12,03,05,05,001,,,,01,,OTHER,,,
24769,2,Anne Arundel,001-017-1,36287,Park Elementary School,201 11th Avenue East,Baltimore,MD,21225,12B,12,03,05,05,001,,,,01,,SCHOOL,,,
24770,2,Anne Arundel,001-018-1,37511,Brooklyn Park Ms,200 Hammonds Lane,Baltimore,MD,21225,12B,12,03,05,05,001,,,,01,,SCHOOL,,,
24807,2,Anne Arundel,001-019-1,37898,Severn Center,1160 Reece RD,Severn,MD,21144,,32,03,05,05,001,,,,01,,SENIOR CENTER,,,EVC-8
25777,2,Anne Arundel,001-020-1,37557,Van Bokkelen Es,1140 Reece Road,Severn,MD,21144,,32,03,05,05,001,,,,01,,SCHOOL,,,
25778,2,Anne Arundel,001-021-1,37513,Chesapeake Science Point Cs,7321 Parkway Drive South,Hanover,MD,21076,,32,03,05,05,001,,,,01,,SCHOOL,,,
26148,2,Anne Arundel,001-022-1,37526,Jessup Es,2798 Champion Forest Avenue,Jessup,MD,20794,,32,03,05,05,001,,,,01,,SCHOOL,,,
26213,2,Anne Arundel,001-023-1,37526,Jessup Es,2798 Champion Forest Avenue,Jessup,MD,20794,,32,05,05,05,001,,,,01,,SCHOOL,,,
26456,2,Anne Arundel,001-024-1,37545,Severn Es,838 Reece Road,Severn,MD,21144,,32,03,05,05,001,,,,01,,SCHOOL,,,
26606,2,Anne Arundel,001-025-1,37526,Jessup Es,2798 Champion Forest Avenue,Jessup,MD,20794,,32,03,05,05,001,,,,01,,SCHOOL,,,
24808,2,Anne Arundel,002-001-1,37545,Severn Es,838 Reece Road,Severn,MD,21144,,31,03,05,05,002,,,,02,,SCHOOL,,,
24809,2,Anne Arundel,002-002-1,36304,Southgate Elementary School,290 Shetlands Lane,Glen Burnie,MD,21061,,32,03,05,05,002,,,,02,,SCHOOL,,,
24810,2,Anne Arundel,002-003-1,36305,Glen Burnie Park ES,500 Marlboro Road,Glen Burnie,MD,21061,,32,03,05,05,002,,,,02,,SCHOOL,,,
24811,2,Anne Arundel,002-004-1,37540,Quarterfield Es,7967 Quarterfield Road,Severn,MD,21144,,32,03,05,05,002,,,,02,,SCHOOL,,,
24812,2,Anne Arundel,002-005-1,36306,Oakwood Elementary School,330 Oak Manor Drive,Glen Burnie,MD,21061,,32,03,05,05,002,,,,02,,SCHOOL,,,
24813,2,Anne Arundel,002-006-1,37515,Corkran Ms,7600 Quarterfield Road,Glen Burnie,MD,21061,,32,03,05,05,002,,,,02,,SCHOOL,,,
24814,2,Anne Arundel,002-007-1,37541,Richard Henry Lee Es,400 A Street SW,Glen Burnie,MD,21061,,32,03,05,05,002,,,,02,,SCHOOL,,,
24771,2,Anne Arundel,002-008-1,36290,Glendale Elementary School,105 Carroll Road,Glen Burnie,MD,21060,12B,12,03,05,05,002,,,,02,,SCHOOL,,,
26201,2,Anne Arundel,002-009-1,37540,Quarterfield Es,7967 Quarterfield Road,Severn,MD,21144,,32,03,05,05,002,,,,02,,SCHOOL,,,
24772,2,Anne Arundel,002-010-1,37278,Point Pleasant Annex,1450 Furnace Avenue,Glen Burnie,MD,21060,,31,03,05,05,002,,,,02,,SCHOOL,,,
24815,2,Anne Arundel,002-011-1,36307,Woodside Elementary School,160 Funke Road,Glen Burnie,MD,21061,,31,03,05,05,002,,,,02,,SCHOOL,,,
24773,2,Anne Arundel,002-012-1,37524,Glen Burnie Hs,7550 Baltimore Annapolis BLVD,Glen Burnie,MD,21060,12B,12,03,05,05,002,,,,02,,OTHER,,,
24816,2,Anne Arundel,002-013-1,37279,Old Mill High School,600 Patriot Lane,Millersville,MD,21108,,31,03,05,05,002,,,,02,,SCHOOL,,,
24822,2,Anne Arundel,002-014-1,36308,Rippling Woods Elementary School,530 Nolfield Drive,Glen Burnie,MD,21061,,32,03,05,05,002,,,,02,,SCHOOL,,,
24817,2,Anne Arundel,002-015-1,37896,Old Mill Ms North,610 Patriot Lane,Millersville,MD,21108,,32,03,05,05,002,,,,02,,SCHOOL,,,
24818,2,Anne Arundel,002-016-1,37515,Corkran Ms,7600 Quarterfield Road,Glen Burnie,MD,21061,,32,03,05,05,002,,,,02,,SCHOOL,,,
24823,2,Anne Arundel,002-017-1,37896,Old Mill Ms North,610 Patriot Lane,Millersville,MD,21108,,32,03,05,05,002,,,,02,,SCHOOL,,,
25779,2,Anne Arundel,002-018-1,36657,Ruth Parker Eason School,648 Old Mill Road,Millersville,MD,21108,,32,03,05,05,002,,,,02,,SCHOOL,,,
25780,2,Anne Arundel,002-019-1,37528,Marley Es,715 Cooper Road,Glen Burnie,MD,21060,12B,12,03,05,05,002,,,,02,,SCHOOL,,,
25781,2,Anne Arundel,002-020-1,36846,Grace of God Fellowship,8302 Elvaton Road,Millersville,MD,21108,,31,03,05,05,002,,,,02,,CHURCH,,,
25782,2,Anne Arundel,002-021-1,36847,Heritage Community Church,8146 Quarterfield Road,Severn,MD,21144,,31,03,05,05,002,,,,02,,CHURCH,,,
26214,2,Anne Arundel,002-022-1,37394,Point Pleasant Elementary School,1035 Dumbarton Road,Glen Burnie,MD,21060,,31,03,05,05,002,,,,02,,SCHOOL,,,
26215,2,Anne Arundel,002-023-1,37542,Ridgeway Es,1440 Evergreen Road,Severn,MD,21144,,31,03,05,05,002,,,,02,,SCHOOL,,,
26457,2,Anne Arundel,002-024-1,37542,Ridgeway Es,1440 Evergreen Road,Severn,MD,21144,,31,03,05,05,002,,,,02,,SCHOOL,,,
24774,2,Anne Arundel,003-001-1,37534,Northeast HS - Cafeteria,1121 Duvall Highway,Pasadena,MD,21122,,31,03,05,05,003,,,,03,,SCHOOL,,,
24775,2,Anne Arundel,003-002-1,36293,Riviera Beach Elementary School,8515 Jenkins Road,Pasadena,MD,21122,,31,03,05,05,003,,,,03,,SCHOOL,,,
24776,2,Anne Arundel,003-003-1,37525,High Point Es,7789 Edgewood Avenue,Pasadena,MD,21122,,31,03,05,05,003,,,,03,,SCHOOL,,,
24777,2,Anne Arundel,003-004-1,37535,Northeast Ms,7922 Outing Avenue,Pasadena,MD,21122,,31,03,05,05,003,,,,03,,SCHOOL,,,
24778,2,Anne Arundel,003-005-1,37535,Northeast Ms,7922 Outing Avenue,Pasadena,MD,21122,,31,03,05,05,003,,,,03,,SCHOOL,,,
24779,2,Anne Arundel,003-006-1,37899,Solley Es,7608 Solley Road,Glen Burnie,MD,21060,,31,03,05,05,003,,,,03,,SCHOOL,,,
24780,2,Anne Arundel,003-007-1,37554,Sunset Es,8572 Fort Smallwood Road,Pasadena,MD,21122,,31,03,05,05,003,,,,03,,SCHOOL,,,
24781,2,Anne Arundel,003-008-1,37529,Marley Ms,10 Davis Court,Glen Burnie,MD,21060,12B,12,03,05,05,003,,,,03,,SCHOOL,,,
25798,2,Anne Arundel,003-009-1,36662,Pasadena Elementary School,401 Pasadena Road,Pasadena,MD,21122,,31,03,05,05,003,,,,03,,SCHOOL,,,
24782,2,Anne Arundel,003-010-1,36878,Chesapeake Bay MS - B Side,4804 Mountain Road,Pasadena,MD,21122,,31,03,05,05,003,,,,03,,SCHOOL,,,
24783,2,Anne Arundel,003-011-1,36292,Bodkin Elementary School,8320 Ventnor Road,Pasadena,MD,21122,,31,03,05,05,003,,,,03,,SCHOOL,,,
24784,2,Anne Arundel,003-012-1,37521,Fort Smallwood Es,1720 Poplar Ridge Road,Pasadena,MD,21122,,31,03,05,05,003,,,,03,,SCHOOL,,,
24785,2,Anne Arundel,003-013-1,37527,Lake Shore Es,4531 Mountain Road,Pasadena,MD,21122,,31,03,05,05,003,,,,03,,SCHOOL,,,
24786,2,Anne Arundel,003-014-1,37529,Marley Ms,10 Davis Court,Glen Burnie,MD,21060,,31,03,05,05,003,,,,03,,SCHOOL,,,
24787,2,Anne Arundel,003-015-1,36294,Chesapeake High School,4798 Mountain Road,Pasadena,MD,21122,,31,03,05,05,003,,,,03,,SCHOOL,,,
24788,2,Anne Arundel,003-016-1,37910,Riviera Beach Library,1130 Duvall HWY,Pasadena,MD,21122,,31,03,05,05,003,,,,03,,LIBRARY,,,EVC-7
24789,2,Anne Arundel,003-017-1,36295,Jacobsville Elementary School,3801 Mountain Road,Pasadena,MD,21122,,31,03,05,05,003,,,,03,,SCHOOL,,,
24790,2,Anne Arundel,003-018-1,37527,Lake Shore Es,4531 Mountain Road,Pasadena,MD,21122,,31,03,05,05,003,,,,03,,SCHOOL,,,
25783,2,Anne Arundel,003-019-1,37521,Fort Smallwood Es,1720 Poplar Ridge Road,Pasadena,MD,21122,,31,03,05,05,003,,,,03,,SCHOOL,,,
25784,2,Anne Arundel,003-020-1,36658,Emmanuel Lutheran Church,8615 Fort Smallwood Road,Pasadena,MD,21122,,31,03,05,05,003,,,,03,,CHURCH,,,
25785,2,Anne Arundel,003-021-1,37554,Sunset Es,8572 Fort Smallwood Road,Pasadena,MD,21122,,31,03,05,05,003,,,,03,,SCHOOL,,,
25786,2,Anne Arundel,003-022-1,37895,Northeast Hs - Gym,1121 Duvall HWY,Pasadena,MD,21122,,31,03,05,05,003,,,,03,,SCHOOL,,,
26149,2,Anne Arundel,003-023-1,36821,Earleigh Heights VFD,161 Ritchie Highway,Severna Park,MD,21146,,31,03,05,05,003,,,,03,,FIRE STATION,,,EVC-3
26150,2,Anne Arundel,003-024-1,36822,Orchard Beach VFD,7549 Solley Road,Glen Burnie,MD,21060,,31,03,05,05,003,,,,03,,FIRE STATION,,,
26216,2,Anne Arundel,003-025-1,36291,Freetown Elementary School,7904 Freetown Road,Glen Burnie,MD,21060,12B,12,03,05,05,003,,,,03,,SCHOOL,,,
25112,2,Anne Arundel,004-001-1,36387,Maryland City Elementary School,3359 Crumpton South,Laurel,MD,20724,,32,05,05,05,004,,,,04,,SCHOOL,,,
24824,2,Anne Arundel,004-002-1,36309,Odenton Elementary School,1290 Odenton Road,Odenton,MD,21113,33A,33,05,05,05,004,,,,04,,SCHOOL,,,
24825,2,Anne Arundel,004-003-1,37508,Arundel Hs,1001 Annapolis Road,Gambrills,MD,21054,33A,33,05,05,05,004,,,,04,,SCHOOL,,,
24826,2,Anne Arundel,004-004-1,37530,Meade Heights Es,1925 Reece Road,Fort Meade,MD,20755,,32,03,05,05,004,,,,04,,SCHOOL,,,
24827,2,Anne Arundel,004-005-1,37539,Piney Orchard Es,2641 Strawberry Lake Way,Odenton,MD,21113,33A,33,05,05,05,004,,,,04,,SCHOOL,,,
24828,2,Anne Arundel,004-006-1,37514,Community Umc,300 Brock Bridge Road,Laurel,MD,20724,,32,05,05,05,004,,,,04,,CHURCH,,,
24819,2,Anne Arundel,004-007-1,36848,Meade Middle School,1103 26th Street,Fort Meade,MD,20755,,32,05,05,05,004,,,,04,,SCHOOL,,,
24829,2,Anne Arundel,004-008-1,37522,Four Seasons Es,979 Waugh Chapel Road,Gambrills,MD,21054,33A,33,05,05,05,004,,,,04,,SCHOOL,,,
24820,2,Anne Arundel,004-009-1,36849,Maryland City at Russett Library,3501 Russett Common,Laurel,MD,20724,,32,05,05,05,004,,,,04,,OTHER,,,
26458,2,Anne Arundel,004-010-1,37555,Two Rivers Clubhouse,1425 Two Rivers Boulevard,Odenton,MD,21113,,21,05,05,05,004,,,,04,,COMMUNITY CENTER,,,
24830,2,Anne Arundel,004-011-1,36310,O'Malley Senior Center,1275 Odenton Road,Odenton,MD,21113,33A,33,05,05,05,004,,,,04,,COMMUNITY CENTER,,,
24750,2,Anne Arundel,004-012-1,37376,Odenton Baptist Church,8410 Piney Orchard Parkway,Odenton,MD,21113,33A,33,05,05,05,004,,,,04,,CHURCH,,,
25787,2,Anne Arundel,004-013-1,37510,Brock Bridge Es,405 Brock Bridge Road,Laurel,MD,20724,,21,05,05,05,004,,,,04,,SCHOOL,,,
25788,2,Anne Arundel,004-014-1,37532,Nantucket Es,2350 Nantucket Drive,Crofton,MD,21114,,21,05,05,05,004,,,,04,,SCHOOL,,,
25789,2,Anne Arundel,004-015-1,37532,Nantucket Es,2350 Nantucket Drive,Crofton,MD,21114,33A,33,05,05,05,004,,,,04,,SCHOOL,,,
25790,2,Anne Arundel,004-016-1,37539,Piney Orchard Es,2641 Strawberry Lake Way,Odenton,MD,21113,33A,33,05,05,05,004,,,,04,,SCHOOL,,,
26151,2,Anne Arundel,004-017-1,37510,Brock Bridge Es,405 Brock Bridge Road,Laurel,MD,20724,,32,05,05,05,004,,,,04,,SCHOOL,,,
26192,2,Anne Arundel,004-018-1,37893,Faith Community Church,1306 Riedel Road,Gambrills,MD,21054,,21,05,05,05,004,,,,04,,CHURCH,,,
26152,2,Anne Arundel,004-019-1,37544,Seven Oaks Es,1905 Town Center Boulevard,Odenton,MD,21113,33A,33,05,05,05,004,,,,04,,SCHOOL,,,
26153,2,Anne Arundel,004-020-1,37889,Ark And Dove Presbyterian Church,8424 Piney Orchard Parkway,Odenton,MD,21113,,21,05,05,05,004,,,,04,,CHURCH,,,
26217,2,Anne Arundel,004-021-1,37532,Nantucket Es,2350 Nantucket Drive,Crofton,MD,21114,33B,33,05,05,05,004,,,,04,,SCHOOL,,,
26218,2,Anne Arundel,004-022-1,36944,Crofton Library,1681 Riedel Road,Crofton,MD,21114,33A,33,05,05,05,004,,,,04,,OTHER,,,
24821,2,Anne Arundel,004-023-1,37904,Waugh Chapel Es,840 Sunflower Drive,Odenton,MD,21113,33A,33,05,05,05,004,,,,04,,SCHOOL,,,
26459,2,Anne Arundel,004-024-1,37544,Seven Oaks Es,1905 Town Center Boulevard,Odenton,MD,21113,33A,33,05,05,05,004,,,,04,,SCHOOL,,,
24728,2,Anne Arundel,005-001-1,37901,St. Margaret's Episcopal Church,1601 Pleasant Plains Road,Annapolis,MD,21409,33C,33,03,05,05,005,,,,05,,CHURCH,,,
24729,2,Anne Arundel,005-002-1,36767,Cape St. Claire ES,931 Blue Ridge Drive,Annapolis,MD,21409,33C,33,03,05,05,005,,,,05,,SCHOOL,,,
24730,2,Anne Arundel,005-003-1,37891,Broadneck Es,470 Shore Acres Road,Arnold,MD,21012,33C,33,03,05,05,005,,,,05,,SCHOOL,,,
24731,2,Anne Arundel,005-004-1,36850,Belvedere Elementary School,360 Broadwater Road,Arnold,MD,21012,33C,33,03,05,05,005,,,,05,,SCHOOL,,,
24831,2,Anne Arundel,005-005-1,36311,Jones Elementary School,122 Hoyle Lane,Severna Park,MD,21146,33C,33,03,05,05,005,,,,05,,SCHOOL,,,
24832,2,Anne Arundel,005-006-1,36312,Severna Park Elementary School,6 Riggs Avenue,Severna Park,MD,21146,33C,33,03,05,05,005,,,,05,,SCHOOL,,,
24833,2,Anne Arundel,005-007-1,37377,Benfield Elementary School,365 Lynwood Drive,Severna Park,MD,21146,,31,03,05,05,005,,,,05,,SCHOOL,,,
24834,2,Anne Arundel,005-008-1,36313,Oak Hill Elementary School,34 Truck House Road,Severna Park,MD,21146,,31,03,05,05,005,,,,05,,SCHOOL,,,
24791,2,Anne Arundel,005-009-1,37520,Folger McKinsey Es,175 Arundel Beach Road,Severna Park,MD,21146,,31,03,05,05,005,,,,05,,SCHOOL,,,
24792,2,Anne Arundel,005-010-1,37520,Folger McKinsey Es,175 Arundel Beach Road,Severna Park,MD,21146,,31,03,05,05,005,,,,05,,SCHOOL,,,
24732,2,Anne Arundel,005-011-1,37277,Magothy River Middle School,241 Peninsula Farm Road,Arnold,MD,21012,33C,33,03,05,05,005,,,,05,,SCHOOL,,,
25113,2,Anne Arundel,005-012-1,37546,Severna Park Hs,60 Robinson Road,Severna Park,MD,21146,33C,33,03,05,05,005,,,,05,,SCHOOL,,,
25114,2,Anne Arundel,005-013-1,37891,Broadneck Es,470 Shore Acres Road,Arnold,MD,21012,33C,33,03,05,05,005,,,,05,,SCHOOL,,,
24793,2,Anne Arundel,005-014-1,36296,Severna Park Library,45 West McKinsey Road,Severna Park,MD,21146,,31,03,05,05,005,,,,05,,OTHER,,,
24835,2,Anne Arundel,005-015-1,37549,Shipley's Choice Es,310 Governor William Stone Parkway,Millersville,MD,21108,,31,03,05,05,005,,,,05,,SCHOOL,,,
24794,2,Anne Arundel,005-016-1,37378,Severn River Middle School,241 Peninsula Farm Road,Arnold,MD,21012,33C,33,03,05,05,005,,,,05,,SCHOOL,,,
24733,2,Anne Arundel,005-017-1,36768,Cape St. Claire Improvement Assoc.,1223 River Bay Road,Annapolis,MD,21409,33C,33,03,05,05,005,,,,05,,COMMUNITY CENTER,,,
24734,2,Anne Arundel,005-018-1,37892,Broadneck Hs,1265 Green Holly Drive,Annapolis,MD,21409,33C,33,03,05,05,005,,,,05,,SCHOOL,,,
24836,2,Anne Arundel,005-019-1,37547,Severna Park Ms,450 Jumpers Hole Road,Severna Park,MD,21146,33B,33,03,05,05,005,,,,05,,SCHOOL,,,
24735,2,Anne Arundel,005-020-1,37892,Broadneck Hs,1265 Green Holly Drive,Annapolis,MD,21409,30A,30,03,05,05,005,,,,05,,SCHOOL,,,
