SUMLEV,GEOCODE,GEOID,NAME,BASENAME,FILEID,STUSAB,CHARITER,CIFSN,LOGRECNO,TOTAL_POP,POP_ONE_RACE,POP_WHITE,POP_BLACK,POP_NATIVE,POP_ASIAN,POP_PACIFIC,POP_OTHER_RACE,POP_TWO_MORE_RACES,POP_TWO_RACES,POP_WHITE_BLACK,POP_WHITE_NATIVE,POP_WHITE_ASIAN,POP_WHITE_PACIFIC,POP_WHITE_OTHER,POP_BLACK_NATIVE,POP_BLACK_ASIAN,POP_BLACK_PACIFIC,POP_BLACK_OTHER,POP_NATIVE_ASIAN,POP_NATIVE_PACIFIC,POP_NATIVE_OTHER,POP_ASIAN_PACIFIC,POP_ASIAN_OTHER,POP_PACIFIC_OTHER,POP_THREE_RACES
700,2403113-003,7000000US2403113-003,MONTGOMERY PRECINCT 13-003,MONTGOMERY PRECINCT 13-003,PLST,MD,0,1,25705,2840,2557,2137,238,4,115,5,58,283,264,36,25,38,2,139,2,3,2,5,0,0,7,1,4,0,17
700,2403113-004,7000000US2403113-004,MONTGOMERY PRECINCT 13-004,MONTGOMERY PRECINCT 13-004,PLST,MD,0,1,25706,5355,4722,2829,1312,31,288,3,259,633,576,95,22,126,2,209,19,11,3,80,0,0,4,1,4,0,53
700,2403113-005,7000000US2403113-005,MONTGOMERY PRECINCT 13-005,MONTGOMERY PRECINCT 13-005,PLST,MD,0,1,25707,6072,5523,2555,2169,15,549,7,228,549,503,71,12,95,3,207,28,12,7,53,0,0,9,3,2,1,40
700,2403113-006,7000000US2403113-006,MONTGOMERY PRECINCT 13-006,MONTGOMERY PRECINCT 13-006,PLST,MD,0,1,25708,3356,2977,2197,557,9,97,1,116,379,356,40,32,97,0,163,4,1,2,10,1,1,3,1,1,0,23
700,2403113-007,7000000US2403113-007,MONTGOMERY PRECINCT 13-007,MONTGOMERY PRECINCT 13-007,PLST,MD,0,1,25709,3266,2862,2054,491,5,177,2,133,404,381,64,16,77,0,190,4,12,0,15,0,0,0,2,1,0,23
700,2403113-008,7000000US2403113-008,MONTGOMERY PRECINCT 13-008,MONTGOMERY PRECINCT 13-008,PLST,MD,0,1,25710,4057,3622,1505,1613,25,206,1,272,435,396,46,12,83,1,208,8,7,1,18,0,0,6,3,3,0,35
700,2403113-010,7000000US2403113-010,MONTGOMERY PRECINCT 13-010,MONTGOMERY PRECINCT 13-010,PLST,MD,0,1,25711,3247,2881,1336,1150,19,248,1,127,366,309,39,13,55,1,136,6,15,0,40,0,0,0,1,3,0,55
700,2403113-011,7000000US2403113-011,MONTGOMERY PRECINCT 13-011,MONTGOMERY PRECINCT 13-011,PLST,MD,0,1,25712,4716,4076,1957,850,40,478,0,751,640,586,60,18,82,0,349,7,10,0,42,3,0,10,0,5,0,41
700,2403113-013,7000000US2403113-013,MONTGOMERY PRECINCT 13-013,MONTGOMERY PRECINCT 13-013,PLST,MD,0,1,25713,5072,4555,1493,2142,55,185,2,678,517,480,41,22,33,0,269,16,15,0,66,0,0,10,2,6,0,29
700,2403113-014,7000000US2403113-014,MONTGOMERY PRECINCT 13-014,MONTGOMERY PRECINCT 13-014,PLST,MD,0,1,25714,3599,3180,2462,418,20,159,2,119,419,393,45,26,76,6,210,6,7,0,9,0,0,0,1,6,1,21
700,2403113-015,7000000US2403113-015,MONTGOMERY PRECINCT 13-015,MONTGOMERY PRECINCT 13-015,PLST,MD,0,1,25715,7857,6877,2067,2240,83,799,4,1684,980,921,61,27,68,2,589,4,25,0,83,3,0,51,2,6,0,51
700,2403113-016,7000000US2403113-016,MONTGOMERY PRECINCT 13-016,MONTGOMERY PRECINCT 13-016,PLST,MD,0,1,25716,4898,4372,1153,1989,51,389,15,775,526,497,41,10,88,0,273,5,6,2,47,2,0,20,2,1,0,22
700,2403113-018,7000000US2403113-018,MONTGOMERY PRECINCT 13-018,MONTGOMERY PRECINCT 13-018,PLST,MD,0,1,25717,4453,3880,1639,860,81,277,2,1021,573,520,73,12,51,1,288,11,9,1,27,0,0,42,2,2,1,42
700,2403113-019,7000000US2403113-019,MONTGOMERY PRECINCT 13-019,MONTGOMERY PRECINCT 13-019,PLST,MD,0,1,25718,3044,2642,1812,331,17,189,0,293,402,354,59,9,61,1,187,1,18,0,12,0,0,3,0,3,0,39
700,2403113-020,7000000US2403113-020,MONTGOMERY PRECINCT 13-020,MONTGOMERY PRECINCT 13-020,PLST,MD,0,1,25719,2789,2570,2276,125,5,82,1,81,219,199,23,5,27,1,125,3,6,0,2,2,0,4,0,1,0,15
700,2403113-021,7000000US2403113-021,MONTGOMERY PRECINCT 13-021,MONTGOMERY PRECINCT 13-021,PLST,MD,0,1,25720,6594,5958,1838,3201,44,283,4,588,636,595,109,25,48,3,312,12,6,2,63,1,0,13,0,1,0,35
700,2403113-022,7000000US2403113-022,MONTGOMERY PRECINCT 13-022,MONTGOMERY PRECINCT 13-022,PLST,MD,0,1,25721,8623,7406,1558,1590,288,400,0,3570,1217,1141,78,28,31,6,866,7,12,0,48,4,0,50,2,3,6,54
700,2403113-023,7000000US2403113-023,MONTGOMERY PRECINCT 13-023,MONTGOMERY PRECINCT 13-023,PLST,MD,0,1,25722,3552,3213,2684,255,10,149,0,115,339,318,57,22,90,0,127,9,1,0,5,2,0,1,0,4,0,21
700,2403113-024,7000000US2403113-024,MONTGOMERY PRECINCT 13-024,MONTGOMERY PRECINCT 13-024,PLST,MD,0,1,25723,3109,2762,1812,414,24,285,3,224,347,325,50,18,99,0,135,2,7,0,8,0,0,1,0,3,2,17
700,2403113-025,7000000US2403113-025,MONTGOMERY PRECINCT 13-025,MONTGOMERY PRECINCT 13-025,PLST,MD,0,1,25724,6694,5833,1353,1806,81,733,3,1857,861,822,35,31,42,0,610,1,7,5,38,3,0,41,3,6,0,37
700,2403113-027,7000000US2403113-027,MONTGOMERY PRECINCT 13-027,MONTGOMERY PRECINCT 13-027,PLST,MD,0,1,25725,4606,3932,1939,555,31,516,4,887,674,629,73,19,83,0,393,6,9,1,28,2,0,10,1,4,0,38
700,2403113-028,7000000US2403113-028,MONTGOMERY PRECINCT 13-028,MONTGOMERY PRECINCT 13-028,PLST,MD,0,1,25726,3970,3353,820,364,85,406,3,1675,617,574,33,16,22,0,421,0,4,4,37,0,0,37,0,0,0,34
700,2403113-029,7000000US2403113-029,MONTGOMERY PRECINCT 13-029,MONTGOMERY PRECINCT 13-029,PLST,MD,0,1,25727,5488,4593,1460,713,109,683,8,1620,895,842,65,42,41,1,569,10,18,0,46,3,0,37,0,10,0,42
700,2403113-030,7000000US2403113-030,MONTGOMERY PRECINCT 13-030,MONTGOMERY PRECINCT 13-030,PLST,MD,0,1,25728,5916,4812,1138,638,119,484,4,2429,1104,1048,52,44,18,6,816,3,4,7,52,3,0,42,0,1,0,51
700,2403113-031,7000000US2403113-031,MONTGOMERY PRECINCT 13-031,MONTGOMERY PRECINCT 13-031,PLST,MD,0,1,25729,2578,2296,1278,392,26,232,2,366,282,255,42,6,50,0,119,0,4,1,15,0,0,11,2,5,0,22
700,2403113-032,7000000US2403113-032,MONTGOMERY PRECINCT 13-032,MONTGOMERY PRECINCT 13-032,PLST,MD,0,1,25730,6538,5789,1630,2205,85,743,5,1121,749,703,93,32,57,5,416,1,17,0,49,0,0,30,0,3,0,42
700,2403113-033,7000000US2403113-033,MONTGOMERY PRECINCT 13-033,MONTGOMERY PRECINCT 13-033,PLST,MD,0,1,25731,3031,2703,1784,496,18,135,1,269,328,310,45,8,34,0,190,2,7,0,11,0,0,11,1,1,0,12
700,2403113-034,7000000US2403113-034,MONTGOMERY PRECINCT 13-034,MONTGOMERY PRECINCT 13-034,PLST,MD,0,1,25732,3224,2805,2143,241,8,247,1,165,419,384,42,24,66,0,214,0,8,0,10,1,0,8,4,5,2,32
700,2403113-035,7000000US2403113-035,MONTGOMERY PRECINCT 13-035,MONTGOMERY PRECINCT 13-035,PLST,MD,0,1,25733,5352,4454,1065,573,54,827,0,1935,898,844,14,30,46,1,661,1,9,0,56,2,0,16,2,4,2,46
700,2403113-036,7000000US2403113-036,MONTGOMERY PRECINCT 13-036,MONTGOMERY PRECINCT 13-036,PLST,MD,0,1,25734,5871,5009,1116,587,126,955,7,2218,862,811,61,15,33,2,601,7,3,0,22,0,1,56,6,2,2,40
700,2403113-037,7000000US2403113-037,MONTGOMERY PRECINCT 13-037,MONTGOMERY PRECINCT 13-037,PLST,MD,0,1,25735,3878,3205,1014,302,76,569,0,1244,673,632,23,15,40,0,506,5,1,0,11,2,0,21,6,2,0,32
700,2403113-038,7000000US2403113-038,MONTGOMERY PRECINCT 13-038,MONTGOMERY PRECINCT 13-038,PLST,MD,0,1,25736,5988,5379,4875,104,7,294,3,96,609,558,52,28,167,0,288,6,4,6,4,0,0,0,0,2,1,48
700,2403113-039,7000000US2403113-039,MONTGOMERY PRECINCT 13-039,MONTGOMERY PRECINCT 13-039,PLST,MD,0,1,25737,3079,2749,2039,372,4,183,6,145,330,318,44,15,52,0,177,2,7,1,17,0,0,1,1,1,0,10
700,2403113-040,7000000US2403113-040,MONTGOMERY PRECINCT 13-040,MONTGOMERY PRECINCT 13-040,PLST,MD,0,1,25738,3374,2954,1997,346,28,285,2,296,420,392,36,28,49,0,251,4,3,0,10,0,0,6,0,5,0,24
700,2403113-042,7000000US2403113-042,MONTGOMERY PRECINCT 13-042,MONTGOMERY PRECINCT 13-042,PLST,MD,0,1,25739,2164,1878,878,322,29,194,1,454,286,273,22,0,41,0,178,7,7,0,15,0,0,2,1,0,0,12
700,2403113-043,7000000US2403113-043,MONTGOMERY PRECINCT 13-043,MONTGOMERY PRECINCT 13-043,PLST,MD,0,1,25740,4315,3666,1132,328,111,663,0,1432,649,617,37,21,34,1,440,2,4,0,16,0,0,49,7,6,0,31
700,2403113-044,7000000US2403113-044,MONTGOMERY PRECINCT 13-044,MONTGOMERY PRECINCT 13-044,PLST,MD,0,1,25741,7422,6240,1669,1609,95,786,3,2078,1182,1127,74,37,66,2,812,7,11,0,86,2,0,25,0,3,2,51
700,2403113-045,7000000US2403113-045,MONTGOMERY PRECINCT 13-045,MONTGOMERY PRECINCT 13-045,PLST,MD,0,1,25742,2789,2383,1005,282,26,488,0,582,406,363,15,9,13,0,283,1,3,0,16,2,0,13,2,6,0,43
700,2403113-046,7000000US2403113-046,MONTGOMERY PRECINCT 13-046,MONTGOMERY PRECINCT 13-046,PLST,MD,0,1,25743,3155,2752,1698,258,18,426,5,347,403,380,26,17,75,1,225,5,1,0,15,1,0,7,2,5,0,20
700,2403113-047,7000000US2403113-047,MONTGOMERY PRECINCT 13-047,MONTGOMERY PRECINCT 13-047,PLST,MD,0,1,25744,7019,6343,2618,2808,21,564,1,331,676,604,111,29,108,0,251,20,10,1,70,1,0,2,0,1,0,59
700,2403113-049,7000000US2403113-049,MONTGOMERY PRECINCT 13-049,MONTGOMERY PRECINCT 13-049,PLST,MD,0,1,25745,2766,2416,682,1100,24,341,4,265,350,324,38,16,16,0,194,10,1,1,34,0,0,12,0,1,1,18
700,2403113-050,7000000US2403113-050,MONTGOMERY PRECINCT 13-050,MONTGOMERY PRECINCT 13-050,PLST,MD,0,1,25746,2885,2592,1710,595,21,110,3,153,293,272,46,13,72,2,106,6,3,0,13,0,0,3,0,8,0,16
700,2403113-051,7000000US2403113-051,MONTGOMERY PRECINCT 13-051,MONTGOMERY PRECINCT 13-051,PLST,MD,0,1,25747,4165,3602,2406,290,20,519,3,364,563,519,43,20,64,0,351,4,9,0,16,1,0,6,1,4,0,33
700,2403113-052,7000000US2403113-052,MONTGOMERY PRECINCT 13-052,MONTGOMERY PRECINCT 13-052,PLST,MD,0,1,25748,3014,2548,1777,222,12,316,5,216,466,440,34,15,88,7,262,1,9,1,7,0,0,12,0,4,0,19
700,2403113-053,7000000US2403113-053,MONTGOMERY PRECINCT 13-053,MONTGOMERY PRECINCT 13-053,PLST,MD,0,1,25749,2696,2309,1300,309,29,213,3,455,387,357,42,20,37,3,225,1,1,1,17,0,0,10,0,0,0,26
700,2403113-054,7000000US2403113-054,MONTGOMERY PRECINCT 13-054,MONTGOMERY PRECINCT 13-054,PLST,MD,0,1,25750,2757,2644,1923,411,7,265,1,37,113,105,9,1,3,0,72,2,1,0,15,0,1,0,0,1,0,5
700,2403113-055,7000000US2403113-055,MONTGOMERY PRECINCT 13-055,MONTGOMERY PRECINCT 13-055,PLST,MD,0,1,25751,5114,4188,585,1742,44,251,1,1565,926,881,27,3,6,3,743,2,4,0,73,3,0,9,0,8,0,36
700,2403113-056,7000000US2403113-056,MONTGOMERY PRECINCT 13-056,MONTGOMERY PRECINCT 13-056,PLST,MD,0,1,25752,6690,5629,1678,1798,58,618,4,1473,1061,1000,57,26,45,6,719,17,12,1,99,3,0,9,1,3,2,57
700,2403113-057,7000000US2403113-057,MONTGOMERY PRECINCT 13-057,MONTGOMERY PRECINCT 13-057,PLST,MD,0,1,25753,2064,1869,607,926,25,196,0,115,195,178,24,3,12,0,100,8,8,0,18,0,0,4,0,1,0,17
700,2403113-058,7000000US2403113-058,MONTGOMERY PRECINCT 13-058,MONTGOMERY PRECINCT 13-058,PLST,MD,0,1,25754,6207,5471,2872,1040,51,530,5,973,736,659,55,36,103,2,393,14,8,2,30,0,0,12,3,1,0,57
700,2403113-059,7000000US2403113-059,MONTGOMERY PRECINCT 13-059,MONTGOMERY PRECINCT 13-059,PLST,MD,0,1,25755,2950,2616,1337,703,18,261,1,296,334,287,36,10,49,0,155,8,5,0,21,0,0,0,0,2,1,41
700,2403113-060,7000000US2403113-060,MONTGOMERY PRECINCT 13-060,MONTGOMERY PRECINCT 13-060,PLST,MD,0,1,25756,74,70,38,13,0,9,0,10,4,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
700,2403113-061,7000000US2403113-061,MONTGOMERY PRECINCT 13-061,MONTGOMERY PRECINCT 13-061,PLST,MD,0,1,25757,7744,6807,2214,2734,38,1037,2,782,937,845,153,33,75,1,456,18,17,3,76,1,0,4,1,6,1,72
700,2403113-063,7000000US2403113-063,MONTGOMERY PRECINCT 13-063,MONTGOMERY PRECINCT 13-063,PLST,MD,0,1,25758,3053,2575,694,491,55,183,1,1151,478,444,23,4,23,0,329,4,2,0,48,0,0,8,0,2,1,33
700,2403113-064,7000000US2403113-064,MONTGOMERY PRECINCT 13-064,MONTGOMERY PRECINCT 13-064,PLST,MD,0,1,25759,7825,6558,909,2673,129,444,0,2403,1267,1225,60,11,15,1,979,20,4,0,93,1,0,30,5,4,2,32
700,2403113-065,7000000US2403113-065,MONTGOMERY PRECINCT 13-065,MONTGOMERY PRECINCT 13-065,PLST,MD,0,1,25760,3395,3048,1136,1184,16,400,4,308,347,302,36,19,35,0,149,5,12,0,30,0,0,12,2,2,0,38
700,2403113-067,7000000US2403113-067,MONTGOMERY PRECINCT 13-067,MONTGOMERY PRECINCT 13-067,PLST,MD,0,1,25761,2451,2124,1313,527,10,84,1,189,327,301,44,17,49,0,144,12,2,0,30,0,0,1,0,2,0,19
700,2403113-068,7000000US2403113-068,MONTGOMERY PRECINCT 13-068,MONTGOMERY PRECINCT 13-068,PLST,MD,0,1,25762,3671,3237,1236,1205,42,287,3,464,434,364,60,8,50,4,155,10,5,6,43,0,0,15,1,7,0,59
700,2403113-069,7000000US2403113-069,MONTGOMERY PRECINCT 13-069,MONTGOMERY PRECINCT 13-069,PLST,MD,0,1,25763,2520,2400,1864,310,4,187,3,32,120,109,7,11,4,0,77,0,3,0,3,0,0,0,2,2,0,6
700,2403113-070,7000000US2403113-070,MONTGOMERY PRECINCT 13-070,MONTGOMERY PRECINCT 13-070,PLST,MD,0,1,25764,336,304,98,59,5,71,0,71,32,32,2,1,10,0,8,1,1,0,5,0,0,2,0,2,0,0
700,2403113-071,7000000US2403113-071,MONTGOMERY PRECINCT 13-071,MONTGOMERY PRECINCT 13-071,PLST,MD,0,1,25765,2186,2081,1632,247,6,161,0,35,105,94,10,6,9,0,49,6,0,0,9,0,1,0,0,4,0,10
700,2403301-001,7000000US2403301-001,PRINCE GEORGE'S PRECINCT 01-001,PRINCE GEORGE'S PRECINCT 01-001,PLST,MD,0,1,25766,6611,6075,1140,2569,52,1178,0,1136,536,509,52,30,34,1,266,23,21,7,50,2,1,13,3,6,0,24
700,2403301-002,7000000US2403301-002,PRINCE GEORGE'S PRECINCT 01-002,PRINCE GEORGE'S PRECINCT 01-002,PLST,MD,0,1,25767,2775,2430,818,789,26,208,1,588,345,323,32,11,37,0,185,8,11,0,20,1,1,8,3,5,1,19
700,2403301-003,7000000US2403301-003,PRINCE GEORGE'S PRECINCT 01-003,PRINCE GEORGE'S PRECINCT 01-003,PLST,MD,0,1,25768,7514,6746,679,3092,89,570,7,2309,768,735,49,24,12,1,519,17,5,3,54,0,0,43,1,7,0,32
700,2403301-004,7000000US2403301-004,PRINCE GEORGE'S PRECINCT 01-004,PRINCE GEORGE'S PRECINCT 01-004,PLST,MD,0,1,25769,4511,3966,982,924,64,506,12,1478,545,517,20,23,19,0,375,1,15,0,24,11,0,16,1,11,1,21
700,2403301-005,7000000US2403301-005,PRINCE GEORGE'S PRECINCT 01-005,PRINCE GEORGE'S PRECINCT 01-005,PLST,MD,0,1,25770,4050,3535,1155,684,69,394,0,1233,515,484,28,18,32,2,300,9,6,0,71,1,0,14,0,2,1,29
700,2403301-006,7000000US2403301-006,PRINCE GEORGE'S PRECINCT 01-006,PRINCE GEORGE'S PRECINCT 01-006,PLST,MD,0,1,25771,2531,2292,341,1295,20,166,3,467,239,227,59,11,2,0,104,8,7,0,28,0,0,3,1,4,0,10
700,2403301-007,7000000US2403301-007,PRINCE GEORGE'S PRECINCT 01-007,PRINCE GEORGE'S PRECINCT 01-007,PLST,MD,0,1,25772,2300,2192,1576,434,23,98,1,60,108,101,15,16,2,0,49,0,0,0,16,0,0,1,2,0,0,7
700,2403301-008,7000000US2403301-008,PRINCE GEORGE'S PRECINCT 01-008,PRINCE GEORGE'S PRECINCT 01-008,PLST,MD,0,1,25773,1100,976,304,317,19,158,1,177,124,120,16,4,10,0,51,4,6,0,19,0,0,9,0,1,0,2
700,2403302-001,7000000US2403302-001,PRINCE GEORGE'S PRECINCT 02-001,PRINCE GEORGE'S PRECINCT 02-001,PLST,MD,0,1,25774,3903,3697,206,2454,37,26,0,974,206,184,19,3,3,0,92,15,4,0,27,0,0,20,0,1,0,21
700,2403302-002,7000000US2403302-002,PRINCE GEORGE'S PRECINCT 02-002,PRINCE GEORGE'S PRECINCT 02-002,PLST,MD,0,1,25775,2922,2619,384,876,47,216,5,1091,303,290,40,13,2,0,169,6,9,0,22,0,0,26,3,0,0,12
700,2403302-003,7000000US2403302-003,PRINCE GEORGE'S PRECINCT 02-003,PRINCE GEORGE'S PRECINCT 02-003,PLST,MD,0,1,25776,3987,3648,928,2162,30,97,2,429,339,322,47,14,32,0,133,19,15,0,41,0,0,17,3,1,0,16
700,2403302-004,7000000US2403302-004,PRINCE GEORGE'S PRECINCT 02-004,PRINCE GEORGE'S PRECINCT 02-004,PLST,MD,0,1,25777,3523,3115,413,1095,89,50,5,1463,408,376,26,16,6,3,228,12,4,1,41,0,0,37,0,1,1,26
700,2403302-005,7000000US2403302-005,PRINCE GEORGE'S PRECINCT 02-005,PRINCE GEORGE'S PRECINCT 02-005,PLST,MD,0,1,25778,5119,4525,448,872,218,47,5,2935,594,574,28,15,2,1,400,20,1,2,68,0,0,25,0,8,4,19
700,2403302-006,7000000US2403302-006,PRINCE GEORGE'S PRECINCT 02-006,PRINCE GEORGE'S PRECINCT 02-006,PLST,MD,0,1,25779,6984,6248,546,3162,101,133,3,2303,736,696,18,17,5,2,482,22,8,1,89,5,0,29,0,5,13,39
700,2403302-007,7000000US2403302-007,PRINCE GEORGE'S PRECINCT 02-007,PRINCE GEORGE'S PRECINCT 02-007,PLST,MD,0,1,25780,2429,2158,1144,779,6,51,2,176,271,239,53,13,26,2,100,6,0,1,24,2,0,2,7,2,1,29
700,2403302-008,7000000US2403302-008,PRINCE GEORGE'S PRECINCT 02-008,PRINCE GEORGE'S PRECINCT 02-008,PLST,MD,0,1,25781,8990,8307,557,4530,217,170,13,2820,683,637,58,19,7,0,364,29,19,0,91,0,0,35,2,10,3,44
700,2403302-009,7000000US2403302-009,PRINCE GEORGE'S PRECINCT 02-009,PRINCE GEORGE'S PRECINCT 02-009,PLST,MD,0,1,25782,6340,5716,382,3385,96,184,7,1662,624,590,36,10,31,0,362,22,1,2,91,0,0,30,2,1,2,31
700,2403302-010,7000000US2403302-010,PRINCE GEORGE'S PRECINCT 02-010,PRINCE GEORGE'S PRECINCT 02-010,PLST,MD,0,1,25783,4659,4123,426,1445,83,104,1,2064,536,498,19,10,8,0,314,24,7,1,53,1,0,50,0,6,5,34
700,2403302-096,7000000US2403302-096,PRINCE GEORGE'S PRECINCT 02-096,PRINCE GEORGE'S PRECINCT 02-096,PLST,MD,0,1,25784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2403302-097,7000000US2403302-097,PRINCE GEORGE'S PRECINCT 02-097,PRINCE GEORGE'S PRECINCT 02-097,PLST,MD,0,1,25785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2403302-098,7000000US2403302-098,PRINCE GEORGE'S PRECINCT 02-098,PRINCE GEORGE'S PRECINCT 02-098,PLST,MD,0,1,25786,36,22,0,2,0,2,0,18,14,14,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0
700,2403302-099,7000000US2403302-099,PRINCE GEORGE'S PRECINCT 02-099,PRINCE GEORGE'S PRECINCT 02-099,PLST,MD,0,1,25787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2403303-001,7000000US2403303-001,PRINCE GEORGE'S PRECINCT 03-001,PRINCE GEORGE'S PRECINCT 03-001,PLST,MD,0,1,25788,1562,1441,427,879,7,14,0,114,121,97,22,2,16,0,16,19,3,0,15,0,0,2,0,2,0,20
700,2403303-002,7000000US2403303-002,PRINCE GEORGE'S PRECINCT 03-002,PRINCE GEORGE'S PRECINCT 03-002,PLST,MD,0,1,25789,3771,3618,362,3003,36,32,5,180,153,126,45,12,7,0,23,13,3,3,18,0,0,2,0,0,0,24
700,2403303-003,7000000US2403303-003,PRINCE GEORGE'S PRECINCT 03-003,PRINCE GEORGE'S PRECINCT 03-003,PLST,MD,0,1,25790,8021,7602,424,6871,20,160,7,120,419,376,107,12,6,0,63,57,36,4,77,0,0,4,5,1,4,32
700,2403303-004,7000000US2403303-004,PRINCE GEORGE'S PRECINCT 03-004,PRINCE GEORGE'S PRECINCT 03-004,PLST,MD,0,1,25791,3072,2928,115,2645,13,77,1,77,144,133,25,1,3,0,9,25,19,0,49,0,0,2,0,0,0,11
700,2403303-005,7000000US2403303-005,PRINCE GEORGE'S PRECINCT 03-005,PRINCE GEORGE'S PRECINCT 03-005,PLST,MD,0,1,25792,3362,3196,188,2914,12,25,2,55,166,140,50,7,10,0,9,19,10,5,25,0,0,3,2,0,0,25
700,2403303-006,7000000US2403303-006,PRINCE GEORGE'S PRECINCT 03-006,PRINCE GEORGE'S PRECINCT 03-006,PLST,MD,0,1,25793,4055,3912,77,3726,1,47,0,61,143,135,30,3,2,0,33,30,8,0,28,0,0,1,0,0,0,8
700,2403303-007,7000000US2403303-007,PRINCE GEORGE'S PRECINCT 03-007,PRINCE GEORGE'S PRECINCT 03-007,PLST,MD,0,1,25794,669,641,20,603,0,8,1,9,28,27,17,0,0,0,0,3,1,0,5,0,0,0,1,0,0,1
700,2403303-008,7000000US2403303-008,PRINCE GEORGE'S PRECINCT 03-008,PRINCE GEORGE'S PRECINCT 03-008,PLST,MD,0,1,25795,334,319,162,127,0,1,0,29,15,15,9,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0
700,2403304-001,7000000US2403304-001,PRINCE GEORGE'S PRECINCT 04-001,PRINCE GEORGE'S PRECINCT 04-001,PLST,MD,0,1,25796,2502,2262,1263,810,15,28,1,145,240,210,40,38,11,1,70,29,4,0,12,1,0,2,0,2,0,28
700,2403305-001,7000000US2403305-001,PRINCE GEORGE'S PRECINCT 05-001,PRINCE GEORGE'S PRECINCT 05-001,PLST,MD,0,1,25797,7066,6574,785,4995,35,413,6,340,492,420,95,20,34,4,98,65,30,5,60,0,0,5,2,2,0,64
700,2403305-002,7000000US2403305-002,PRINCE GEORGE'S PRECINCT 05-002,PRINCE GEORGE'S PRECINCT 05-002,PLST,MD,0,1,25798,2196,2093,241,1593,9,145,1,104,103,87,9,2,6,0,37,16,4,0,9,0,0,0,1,3,0,16
700,2403305-003,7000000US2403305-003,PRINCE GEORGE'S PRECINCT 05-003,PRINCE GEORGE'S PRECINCT 05-003,PLST,MD,0,1,25799,3587,3361,261,2423,20,166,4,487,226,190,28,10,6,0,70,28,10,0,26,0,0,6,6,0,0,29
700,2403305-004,7000000US2403305-004,PRINCE GEORGE'S PRECINCT 05-004,PRINCE GEORGE'S PRECINCT 05-004,PLST,MD,0,1,25800,4101,3899,272,3339,4,84,5,195,202,181,57,1,9,0,48,30,12,2,18,0,0,4,0,0,0,20
700,2403305-005,7000000US2403305-005,PRINCE GEORGE'S PRECINCT 05-005,PRINCE GEORGE'S PRECINCT 05-005,PLST,MD,0,1,25801,4552,4205,525,3046,7,308,2,317,347,313,52,6,12,0,107,55,39,0,31,0,0,6,0,4,1,28
700,2403305-006,7000000US2403305-006,PRINCE GEORGE'S PRECINCT 05-006,PRINCE GEORGE'S PRECINCT 05-006,PLST,MD,0,1,25802,4416,4122,328,2948,22,314,1,509,294,270,35,2,14,0,122,33,18,0,25,0,0,18,3,0,0,19
700,2403305-007,7000000US2403305-007,PRINCE GEORGE'S PRECINCT 05-007,PRINCE GEORGE'S PRECINCT 05-007,PLST,MD,0,1,25803,4373,4016,485,2768,26,373,7,357,357,309,49,6,21,0,116,43,28,0,34,1,0,8,0,3,0,42
700,2403305-008,7000000US2403305-008,PRINCE GEORGE'S PRECINCT 05-008,PRINCE GEORGE'S PRECINCT 05-008,PLST,MD,0,1,25804,2852,2624,999,1252,27,114,0,232,228,192,45,20,15,0,43,42,11,0,10,0,0,0,4,2,0,34
700,2403305-009,7000000US2403305-009,PRINCE GEORGE'S PRECINCT 05-009,PRINCE GEORGE'S PRECINCT 05-009,PLST,MD,0,1,25805,774,719,72,510,2,32,0,103,55,50,14,0,1,0,30,1,0,0,2,0,0,1,0,1,0,5
700,2403305-010,7000000US2403305-010,PRINCE GEORGE'S PRECINCT 05-010,PRINCE GEORGE'S PRECINCT 05-010,PLST,MD,0,1,25806,1766,1605,221,1051,18,92,0,223,161,149,21,2,4,1,80,7,7,0,19,0,0,1,3,4,0,11
700,2403305-011,7000000US2403305-011,PRINCE GEORGE'S PRECINCT 05-011,PRINCE GEORGE'S PRECINCT 05-011,PLST,MD,0,1,25807,2794,2647,178,1946,2,290,3,228,147,133,12,3,5,1,67,14,8,0,13,0,0,1,3,5,1,10
700,2403305-012,7000000US2403305-012,PRINCE GEORGE'S PRECINCT 05-012,PRINCE GEORGE'S PRECINCT 05-012,PLST,MD,0,1,25808,4009,3791,319,3202,15,128,3,124,218,186,49,9,10,2,38,22,15,0,33,3,0,3,0,2,0,30
700,2403306-001,7000000US2403306-001,PRINCE GEORGE'S PRECINCT 06-001,PRINCE GEORGE'S PRECINCT 06-001,PLST,MD,0,1,25809,5014,4800,227,4059,18,21,2,473,214,188,31,2,5,0,68,36,10,5,26,1,0,4,0,0,0,24
