RESIDENTIALZIP5,DEM,LIB,OIN,OTH,REP,UNA,NLM,OBAR,OFR,OGRN,OWCP,OCN,ORE,OCON,OTP,OCS,OBM,ORL,OWO,OAM,OSC,OPOP,OLIR,OID,OSD,OAI,OAL,OPAT,OCO,OWH,OCH,OAS,OAN,ONAS,OPE,OFCH,ONP,ONL,TOTAL,PCT_DEM,PCT_REP,PCT_UNA
21226,1895,25,3,52,1499,1335,7,3,0,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4835,39.19338159,31.00310238,27.61116856
21227,8932,151,40,295,6376,5237,23,3,0,31,36,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21127,42.27765419,30.1793913,24.78818573
21228,20472,183,94,312,8339,7818,29,1,0,51,25,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,37331,54.83914173,22.33800327,20.94238033
21229,23709,100,23,386,2319,4951,38,7,0,38,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31601,75.02610677,7.338375368,15.66722572
21230,17231,156,19,236,4020,6160,26,1,0,35,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27917,61.72224809,14.39982806,22.06540817
21231,9324,57,16,94,1368,2994,10,5,0,31,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13911,67.02609446,9.833944361,21.52253612
21234,26033,289,117,471,11396,10175,39,9,0,56,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,48630,53.53279868,23.43409418,20.92329838
21236,13442,141,69,257,8567,6467,28,4,0,36,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29039,46.28947278,29.5017046,22.27005062
21237,11852,93,41,236,4536,4717,24,4,0,27,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21553,54.99002459,21.04579409,21.88558437
21239,16744,51,20,187,906,2827,20,1,0,28,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20802,80.49226036,4.355350447,13.59003942
21244,18934,78,24,268,1433,3982,28,2,0,25,28,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24804,76.33446218,5.777293985,16.05386228
21250,18,1,0,0,1,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,50,2.777777778,41.66666667
21251,302,0,1,5,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,86.28571429,1.142857143,10.85714286
21252,61,2,0,0,7,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,63.54166667,7.291666667,26.04166667
21286,9319,86,42,136,3904,3525,13,3,0,24,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17060,54.62485346,22.88393904,20.66236811
21401,14896,170,41,175,8946,7427,28,1,0,49,14,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31749,46.91801317,28.17726543,23.39286277
21402,163,6,4,1,140,161,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,34.10041841,29.28870293,33.68200837
21403,11898,147,26,151,5952,5707,15,2,0,29,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23938,49.70340045,24.8642326,23.84075528
21405,213,3,1,2,276,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,33.80952381,43.80952381,21.42857143
21409,6592,126,28,76,6076,4533,15,1,0,21,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17477,37.71814385,34.76569205,25.9369457
21412,7,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,43.75,25,31.25
21502,8065,195,53,242,13614,6161,28,10,1,50,49,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,28473,28.3250799,47.81371826,21.63804306
21520,258,7,4,12,1067,251,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603,16.09482221,66.56269495,15.65814099
21521,119,6,1,2,552,142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,14.45929526,67.07168894,17.25394897
21522,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66.66666667,33.33333333,0
21523,23,3,0,1,124,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,12.63736264,68.13186813,17.03296703
21524,6,1,0,0,41,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,10.71428571,73.21428571,14.28571429
21529,49,0,0,2,250,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,13.76404494,70.2247191,15.16853933
21530,163,7,4,3,760,225,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,14.00343643,65.29209622,19.32989691
21531,270,6,3,11,1096,282,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1673,16.13867304,65.51105798,16.8559474
21532,2463,65,14,71,5121,1852,5,3,0,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9623,25.59492882,53.21625273,19.24555752
21536,431,11,8,20,1970,425,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2869,15.02265598,68.66504008,14.81352388
21538,99,0,0,3,275,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,23.02325581,63.95348837,12.3255814
21539,251,4,2,10,1252,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1806,13.89811739,69.32447398,15.89147287
21540,5,0,1,0,37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,8.771929825,64.9122807,24.56140351
21541,288,12,5,5,685,224,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,23.49102773,55.87275693,18.27079935
21543,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,90,10
21545,232,4,3,6,797,266,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,17.68292683,60.74695122,20.27439024
21550,1750,69,27,61,7012,1585,10,1,0,13,12,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10543,16.59869107,66.50858389,15.03367163
21555,195,5,1,12,791,225,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,15.77669903,63.99676375,18.2038835
21557,272,6,2,7,888,268,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1447,18.79751209,61.36834831,18.52107809
21561,414,4,3,4,1253,273,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1955,21.17647059,64.09207161,13.96419437
21562,387,4,5,11,1115,419,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1946,19.88694758,57.29701953,21.53134635
21601,7254,114,41,112,7227,4088,13,1,0,21,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18880,38.42161017,38.27860169,21.65254237
21607,73,1,0,2,164,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,23.47266881,52.73311897,22.50803859
21610,102,1,0,3,100,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,36.95652174,36.23188406,25.36231884
21612,120,2,0,2,233,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,28.43601896,55.21327014,15.4028436
21613,6571,57,18,113,4170,2505,16,2,0,12,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13482,48.73905949,30.93012906,18.58032933
21617,2409,47,8,55,4683,1888,8,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9106,26.45508456,51.42763013,20.73358225
21619,1950,45,7,46,3015,1504,13,1,0,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6599,29.54993181,45.68874072,22.79133202
21620,4195,45,18,64,3401,1984,5,0,0,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9738,43.07866092,34.92503594,20.37379339
21622,91,0,0,4,221,41,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,25.34818942,61.55988858,11.42061281
21623,425,8,1,10,817,339,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607,26.44679527,50.84007467,21.09520846
21624,84,0,0,0,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,65.625,22.65625,11.71875
21625,440,10,5,12,982,372,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1825,24.10958904,53.80821918,20.38356164
21626,11,1,1,0,44,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,15.27777778,61.11111111,20.83333333
21627,5,0,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29.41176471,47.05882353,17.64705882
21628,92,3,0,3,149,84,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,27.54491018,44.61077844,25.1497006
21629,2138,37,4,60,3513,1656,7,0,0,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7431,28.77136321,47.27492935,22.2850222
21631,510,10,3,17,1247,400,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2191,23.27704245,56.91465084,18.25650388
21632,1388,27,8,44,1946,1006,3,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4437,31.28239802,43.85846293,22.67297724
21634,67,1,1,3,131,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,27.12550607,53.03643725,17.81376518
21635,457,7,4,13,764,353,2,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1605,28.47352025,47.60124611,21.99376947
21636,183,3,1,9,439,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,23.22335025,55.7106599,19.41624365
21638,1262,40,2,27,1956,1001,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4294,29.3898463,45.55193293,23.31159758
21639,839,22,3,22,1586,789,6,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3274,25.62614539,48.44227245,24.09896151
21640,204,4,0,14,523,238,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,20.66869301,52.98885512,24.11347518
21641,35,0,0,1,38,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,33.01886792,35.8490566,28.30188679
21643,1722,27,7,37,1811,865,5,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4481,38.42892212,40.41508592,19.30372685
21644,9,0,1,0,51,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,11.53846154,65.38461538,21.79487179
21645,181,10,3,4,374,129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,25.78347578,53.27635328,18.37606838
21647,96,6,0,3,127,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,33.21799308,43.94463668,19.72318339
21648,34,1,0,1,117,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,17.80104712,61.2565445,19.37172775
21649,152,3,0,7,401,210,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,19.51219512,51.4762516,26.957638
21650,45,1,0,2,84,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,26.47058824,49.41176471,20.58823529
21651,575,13,2,12,910,443,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962,29.30682977,46.38124363,22.57900102
21652,57,0,0,0,59,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,37.25490196,38.5620915,24.18300654
21653,19,1,0,0,48,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,24.67532468,62.33766234,11.68831169
21654,417,5,4,8,443,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,37.1657754,39.48306595,21.83600713
21655,956,14,7,23,1934,789,5,0,0,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3740,25.56149733,51.71122995,21.09625668
21657,231,5,0,7,506,172,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,25,54.76190476,18.61471861
21658,931,13,3,17,1745,644,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3357,27.73309503,51.98093536,19.18379506
21659,149,2,0,5,358,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,23.76395534,57.09728868,18.02232855
21660,847,26,3,24,1458,623,4,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2991,28.3182882,48.74623872,20.82915413
21661,740,11,8,17,891,406,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2075,35.6626506,42.93975904,19.56626506
21662,224,2,0,2,211,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,41.79104478,39.36567164,18.09701493
21663,1115,15,11,14,943,551,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2656,41.98042169,35.50451807,20.74548193
21664,70,5,0,2,181,84,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,20.34883721,52.61627907,24.41860465
21665,74,1,0,2,109,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,30.70539419,45.22821577,22.406639
21666,2900,73,10,79,5815,2668,7,0,0,14,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11577,25.04966744,50.22890213,23.04569405
21667,78,1,1,0,98,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,33.05084746,41.52542373,24.15254237
21668,281,7,0,6,656,242,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195,23.51464435,54.89539749,20.25104603
21669,35,1,0,0,110,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,20.34883721,63.95348837,15.11627907
21670,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0
21671,227,2,3,5,313,184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,30.88435374,42.58503401,25.03401361
21672,30,0,0,1,69,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,25.64102564,58.97435897,13.67521368
21673,868,18,2,22,1190,540,8,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2651,32.74236137,44.88872124,20.36967182
21675,23,0,0,0,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,32.3943662,53.52112676,14.08450704
21676,95,3,0,0,107,53,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,36.53846154,41.15384615,20.38461538
21677,83,1,1,0,235,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,22.37196765,63.34231806,13.74663073
21678,805,8,2,10,698,343,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1870,43.04812834,37.32620321,18.34224599
21679,84,1,0,2,208,96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,21.3740458,52.92620865,24.42748092
21701,15880,233,24,211,8747,8667,36,9,0,64,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33896,46.84918574,25.80540477,25.56938872
21702,15708,212,42,241,8829,9088,35,5,0,53,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34241,45.87482842,25.78487778,26.54128092
21703,13903,189,16,217,7638,8459,34,9,0,25,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30511,45.5671725,25.03359444,27.72442726
21704,6693,67,9,79,4416,5008,25,5,0,9,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16321,41.00851664,27.05716561,30.68439434
21710,1442,23,2,17,1485,1002,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3977,36.2584863,37.33970329,25.19487051
21711,114,10,0,2,545,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,13.90243902,66.46341463,18.04878049
21713,1966,48,10,38,3926,1869,1,3,0,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7871,24.97776648,49.87930377,23.74539449
21715,16,1,0,1,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,29.09090909,52.72727273,14.54545455
21716,2281,67,6,46,1870,1819,6,2,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6116,37.29561805,30.57553957,29.74166122
21717,27,1,0,0,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,42.1875,34.375,21.875
21718,54,1,0,1,41,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,38.02816901,28.87323944,31.69014085
21719,243,12,2,9,526,266,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064,22.83834586,49.43609023,25
21720,17,0,0,0,55,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,17,55,27
21721,11,1,1,1,36,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,18.03278689,59.01639344,18.03278689
21722,727,18,6,20,2792,819,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4394,16.54528903,63.54119254,18.63905325
21723,288,4,1,4,339,236,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,32.98969072,38.83161512,27.03321879
21727,864,31,3,13,1690,869,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3488,24.7706422,48.45183486,24.91399083
21733,215,9,3,4,539,213,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,21.7611336,54.55465587,21.55870445
21734,173,5,0,3,264,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,29.27241963,44.67005076,24.70389171
21737,642,9,3,9,608,504,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777,36.12830613,34.21496905,28.36240855
21738,1017,12,6,20,1185,741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2982,34.10462777,39.73843058,24.84909457
21740,15866,314,74,439,16032,11665,43,4,0,77,69,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44586,35.58516126,35.95747544,26.1629211
21742,9054,185,54,172,10109,6398,18,1,0,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26041,34.76825007,38.81955378,24.56894897
21746,16,0,0,0,15,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,37.5,20
21750,420,15,1,10,1815,635,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2906,14.45285616,62.45698555,21.85134205
21754,1996,32,4,28,2407,1652,6,1,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6136,32.52933507,39.22750978,26.92307692
21755,1459,32,4,12,2221,1125,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4859,30.02675448,45.70899362,23.15291212
21756,751,19,10,10,1543,674,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3012,24.93359894,51.22841965,22.37715803
21757,356,15,3,10,1369,445,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2206,16.13780598,62.05802357,20.17225748
21758,1203,28,2,19,1645,1065,4,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3977,30.24893136,41.36283631,26.77897913
21762,81,2,0,0,86,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,35.2173913,37.39130435,26.52173913
21765,5,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29.41176471,58.82352941,11.76470588
21766,67,7,0,6,326,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,13.70143149,66.66666667,16.97341513
21767,253,5,2,16,408,205,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894,28.29977629,45.63758389,22.93064877
21769,3209,65,9,33,4312,2589,4,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10234,31.35626344,42.13406293,25.29802619
