RESIDENTIALZIP5,DEM,LIB,OIN,OTH,REP,UNA,GRN,OBAR,OFR,WCP,OCN,ORE,OCON,OTP,OBM,ORL,OLIR,OCS,OWO,OAM,OPOP,OAL,OPE,OAI,OSD,OSC,OPAT,OWH,OCO,OID,OCH,OAS,OAN,ONAS,ONL,OFCH,ONP,OTX,TOTAL,PCT_DEM,PCT_REP,PCT_UNA
20639,3970,72,22,66,5767,2808,14,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12732,31.18127553,45.29531888,22.05466541
20640,4358,31,3,48,1439,1427,14,3,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7335,59.4137696,19.61826858,19.45466939
20645,284,2,1,5,312,135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,38.37837838,42.16216216,18.24324324
20646,7663,80,34,87,5636,3482,25,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17023,45.01556717,33.1081478,20.45467896
20650,3499,71,14,75,5456,2466,14,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11611,30.1352166,46.98992335,21.23848075
20653,7348,132,17,149,4739,3956,33,2,0,24,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16403,44.79668353,28.89105651,24.11753947
20656,65,0,0,0,18,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,73.03370787,20.2247191,5.617977528
20657,5523,149,29,107,5672,3629,23,5,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15162,36.4265928,37.40931276,23.93483709
20658,390,5,3,7,239,150,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,48.99497487,30.02512563,18.84422111
20659,4709,120,26,120,9000,3967,18,2,0,32,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17998,26.16401822,50.00555617,22.04133793
20660,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66.66666667,33.33333333,0
20662,900,5,2,13,667,412,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,44.97751124,33.33333333,20.58970515
20664,960,10,0,11,883,483,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2353,40.79898003,37.52656184,20.52698683
20667,125,4,1,3,96,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,41.94630872,32.2147651,22.81879195
20670,61,4,1,3,97,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,23.73540856,37.74319066,35.40856031
20674,221,8,0,11,265,151,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,33.48484848,40.15151515,22.87878788
20675,672,6,2,13,408,282,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1389,48.38012959,29.37365011,20.30237581
20676,1109,19,7,17,1176,592,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2927,37.88862316,40.1776563,20.22548685
20677,941,9,4,20,785,454,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2217,42.44474515,35.40820929,20.47812359
20678,3676,46,21,51,4005,2096,11,3,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9917,37.06766159,40.38519714,21.13542402
20680,241,3,2,6,311,116,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,35.3372434,45.60117302,17.00879765
20684,352,3,1,11,417,187,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974,36.13963039,42.81314168,19.19917864
20685,1683,29,10,32,2410,1162,10,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5341,31.51095301,45.12263621,21.75622543
20686,33,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,75,2.272727273,20.45454545
20687,89,2,0,2,106,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,36.7768595,43.80165289,17.3553719
20688,860,10,6,11,971,406,5,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2273,37.83545974,42.71887374,17.86185658
20689,618,11,4,6,557,334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,40.365774,36.38145003,21.81580666
20690,254,5,3,1,300,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,35.03448276,41.37931034,22.20689655
20692,190,2,1,4,290,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,32.75862069,50,15.86206897
20693,319,3,0,6,378,177,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,36.00451467,42.66365688,19.97742664
20695,7759,37,10,60,1369,1841,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11100,69.9009009,12.33333333,16.58558559
20701,227,4,1,3,49,96,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,59.42408377,12.82722513,25.13089005
20705,11436,54,177,199,1888,3508,30,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17314,66.05059489,10.90447037,20.26106041
20706,21449,55,271,260,1548,4099,36,7,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27751,77.29090844,5.578177363,14.7706389
20707,16550,87,198,236,2737,4887,35,4,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24766,66.82548655,11.05144149,19.73269805
20708,11544,43,171,172,1402,2979,16,5,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16355,70.58391929,8.572302048,18.21461327
20710,3267,10,23,54,210,598,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178,78.19530876,5.026328387,14.31306845
20711,1790,19,9,29,1877,1103,9,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4850,36.90721649,38.70103093,22.74226804
20712,3463,12,32,37,205,703,17,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4472,77.43738819,4.584078712,15.72003578
20714,1262,31,7,22,1127,872,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3335,37.84107946,33.79310345,26.14692654
20715,11975,87,201,179,3921,3996,24,4,0,20,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20411,58.66934496,19.21022978,19.5776787
20716,12551,43,105,134,1559,2762,22,2,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17187,73.0261244,9.070809333,16.07028568
20720,14944,42,158,159,1543,3232,21,7,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20121,74.27066249,7.66860494,16.06281994
20721,21596,37,222,167,931,3189,17,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26184,82.47784907,3.555606477,12.1791934
20722,2586,10,36,44,199,593,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3483,74.24633936,5.713465403,17.02555268
20723,13802,109,45,165,4251,6194,45,5,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24634,56.02825363,17.25663717,25.14410977
20724,7439,58,13,89,1291,2682,23,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11608,64.08511371,11.12164025,23.10475534
20732,2925,58,17,43,2879,2032,18,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7980,36.65413534,36.07769424,25.46365915
20733,859,8,1,12,929,508,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327,36.91448217,39.92264719,21.83068328
20735,26130,59,273,197,1493,3406,35,2,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31627,82.61928099,4.720650077,10.76927941
20736,2418,41,18,36,3228,1711,7,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7466,32.38682025,43.23600321,22.91722475
20737,6791,34,126,87,684,1679,29,3,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9450,71.86243386,7.238095238,17.76719577
20740,10382,92,430,159,2285,4087,58,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17516,59.27152318,13.0452158,23.33295273
20742,491,4,3,0,121,313,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,52.51336898,12.94117647,33.47593583
20743,23391,41,289,244,784,3183,32,6,0,38,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28010,83.50946091,2.799000357,11.36379864
20744,33113,95,381,295,2157,5408,40,4,0,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41530,79.73272333,5.193835781,13.02191187
20745,14895,44,180,182,911,2681,27,4,0,17,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18944,78.62647804,4.808910473,14.15223818
20746,17398,43,154,163,684,2505,24,3,0,31,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21009,82.81212814,3.255747537,11.92346137
20747,24041,35,231,263,837,3062,33,3,0,34,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28544,84.22435538,2.932315022,10.72729821
20748,23496,49,296,185,943,3109,28,7,0,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28153,83.45824601,3.349554222,11.04322808
20751,562,8,2,15,919,429,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944,28.90946502,47.27366255,22.06790123
20754,1706,26,12,34,2461,1337,6,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5593,30.50241373,44.00143036,23.9048811
20755,1238,47,4,19,686,1073,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3075,40.2601626,22.30894309,34.89430894
20758,200,3,0,1,305,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,31.69572108,48.33597464,19.33438986
20759,2539,20,7,17,1239,1496,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5325,47.68075117,23.26760563,28.09389671
20762,361,13,6,10,157,232,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,45.92875318,19.97455471,29.51653944
20763,804,11,7,18,306,398,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,51.87096774,19.74193548,25.67741935
20764,1238,28,6,14,1310,837,7,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3450,35.88405797,37.97101449,24.26086957
20765,180,4,2,2,146,86,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,42.65402844,34.5971564,20.37914692
20769,4481,9,72,54,474,829,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5927,75.60317193,7.997300489,13.98683989
20770,12100,44,93,177,1025,2956,39,4,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16461,73.50707733,6.226839196,17.95759674
20772,34292,84,300,245,2401,5397,42,5,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42788,80.1439656,5.61138637,12.61334954
20774,36054,64,306,259,1388,5274,23,4,0,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43408,83.05842241,3.197567269,12.14983413
20776,927,8,3,10,1191,642,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2791,33.21390183,42.6728771,23.00250806
20777,1263,11,15,15,928,831,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3069,41.15347019,30.2378625,27.07722385
20778,520,14,2,4,727,366,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1635,31.80428135,44.4648318,22.3853211
20779,334,7,6,6,454,296,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,30.22624434,41.08597285,26.78733032
20781,5002,22,74,82,611,1270,18,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7088,70.56997743,8.62020316,17.91760722
20782,13255,52,187,172,1080,2958,43,3,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17767,74.60460404,6.078685203,16.64884336
20783,10985,53,226,177,1134,2693,26,2,0,21,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15323,71.68961692,7.400639561,17.57488742
20784,12097,43,133,191,944,2583,21,3,0,15,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16034,75.4459274,5.887489086,16.10951728
20785,21561,42,249,254,1081,3462,44,6,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26736,80.6440754,4.043237582,12.94883303
20794,4306,43,13,69,1512,1968,21,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7944,54.20443102,19.03323263,24.7734139
20812,160,1,0,0,26,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,70.1754386,11.40350877,17.98245614
20814,15520,84,47,102,2832,5639,34,5,0,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24275,63.93408857,11.66632338,23.22966014
20815,16446,65,56,81,3133,5010,27,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24827,66.24239739,12.61932573,20.17964313
20816,8748,40,24,53,1891,2875,25,3,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13667,64.00819492,13.8362479,21.03607229
20817,18328,88,53,122,4304,7231,41,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30178,60.73298429,14.2620452,23.96116376
20818,1004,2,5,5,161,316,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497,67.06746827,10.75484302,21.10888444
20832,11026,72,40,99,4249,4643,24,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20162,54.68703502,21.07429818,23.0284694
20833,3304,23,9,32,1700,1525,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6603,50.03786158,25.74587309,23.09556262
20837,2336,31,9,34,1513,1479,8,1,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5420,43.099631,27.91512915,27.28782288
20838,111,2,0,1,55,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,54.95049505,27.22772277,16.33663366
20839,71,1,1,0,84,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,33.6492891,39.81042654,25.59241706
20841,3750,24,9,49,1364,2188,9,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7398,50.68937551,18.43741552,29.57556096
20842,632,11,4,8,573,401,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1636,38.63080685,35.02444988,24.51100244
20849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0
20850,21491,132,74,227,4932,10002,75,10,0,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,36964,58.14035278,13.34271183,27.05875987
20851,5087,33,19,58,1171,2054,22,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8451,60.19405987,13.85634836,24.304816
20852,18938,109,66,148,4012,7726,42,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31070,60.95268748,12.9127776,24.86643064
20853,12184,72,29,118,3911,5061,34,3,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21427,56.86283661,18.25267186,23.61973211
20854,22493,130,87,175,7932,11308,35,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42173,53.3350722,18.80824224,26.813364
20855,6939,50,26,72,2493,3471,27,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13086,53.0261348,19.05089409,26.52453003
20860,1055,4,5,5,335,358,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768,59.6719457,18.9479638,20.24886878
