RESIDENTIALZIP5,DEM,LIB,OIN,OTH,REP,UNA,GRN,OBAR,OFR,WCP,OCN,ORE,OCON,OTP,OBM,ORL,OLIR,OCS,OWO,OAM,OPOP,OAL,OPE,OAI,OSD,OSC,OPAT,OWH,OCO,OID,OCH,OAS,OAN,ONAS,ONL,OFCH,ONP,OTX,TOTAL,PCT_DEM,PCT_REP,PCT_UNA
20861,1395,8,8,10,583,626,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,52.84090909,22.08333333,23.71212121
20862,167,0,1,2,130,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,44.29708223,34.48275862,19.8938992
20866,7087,26,11,80,1188,2308,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10723,66.09157885,11.07898909,21.52382729
20868,271,1,5,0,103,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,55.76131687,21.19341564,21.60493827
20871,10103,66,20,124,3049,5537,21,3,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18938,53.3477664,16.09990495,29.23751188
20872,4126,53,16,62,3115,2541,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9932,41.54248892,31.36327024,25.583971
20874,23757,179,64,345,5885,10772,90,13,0,38,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41148,57.7354914,14.30203169,26.17867211
20876,9666,70,25,117,2545,4502,27,3,0,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16975,56.94256259,14.99263623,26.52135493
20877,11293,85,38,197,2539,4703,43,2,0,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,18922,59.68185181,13.41824331,24.85466653
20878,25722,183,75,260,7855,13227,73,8,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47432,54.22921235,16.56054984,27.88623714
20879,9679,75,29,132,2540,4050,51,4,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16578,58.3846061,15.32151044,24.42996743
20880,290,1,0,3,45,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,68.23529412,10.58823529,20.23529412
20882,5056,57,20,47,3840,2767,9,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11804,42.83293799,32.53134531,23.44120637
20886,12525,81,25,201,2955,4907,47,10,0,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20778,60.28010396,14.22177303,23.61632496
20889,21,2,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,36.84210526,26.31578947,33.33333333
20892,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,55.55555556,0,44.44444444
20895,9888,54,34,74,2431,3310,26,3,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15831,62.45973091,15.35594719,20.90834439
20896,634,0,2,3,83,163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,71.55756208,9.367945824,18.3972912
20901,17343,68,37,136,2437,4835,50,3,0,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24931,69.56399663,9.774978942,19.39352613
20902,20739,97,39,242,3677,6770,57,5,0,28,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31658,65.50950787,11.61475772,21.38480005
20903,6267,31,28,97,877,2051,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9392,66.7270017,9.337734242,21.83773424
20904,25741,117,72,334,4132,7827,66,4,0,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38335,67.14751533,10.7786618,20.41737316
20905,8360,40,13,75,2443,3081,17,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14037,59.55688537,17.4040037,21.94913443
20906,28195,122,89,292,5464,9394,74,5,0,29,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43669,64.56525224,12.5123085,21.51182761
20910,24051,97,41,175,1854,5917,68,9,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32238,74.604504,5.750977108,18.35411626
20912,12124,38,40,110,589,2439,71,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15436,78.54366416,3.815755377,15.80072558
21001,9001,163,28,191,5272,4608,31,5,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19341,46.53844165,27.25815625,23.8250349
21005,383,13,2,7,263,332,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,38.18544367,26.22133599,33.10069791
21009,8973,165,47,169,8823,5450,30,5,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23680,37.89273649,37.25929054,23.0152027
21010,19,1,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,27.14285714,34.28571429,37.14285714
21012,6685,121,24,76,6455,4560,33,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17969,37.20296065,35.92297846,25.37703823
21013,1131,29,12,22,2061,780,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4042,27.98119743,50.9896091,19.29737754
21014,8945,181,67,149,13584,6622,47,1,0,17,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29616,30.2032685,45.86709887,22.35953539
21015,7204,150,37,115,11546,5747,23,1,0,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24845,28.9957738,46.47212719,23.13141477
21017,2151,42,7,33,1430,1164,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4837,44.46971263,29.5637792,24.06450279
21020,12,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,44.44444444,33.33333333,22.22222222
21021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0
21022,13,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,44.82758621,51.72413793,0
21023,17,0,1,0,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,36.95652174,39.13043478,21.73913043
21028,673,12,4,8,1359,512,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2575,26.13592233,52.77669903,19.88349515
21029,4817,36,18,39,2453,3153,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10528,45.75417933,23.29977204,29.94870821
21030,8625,85,59,128,4846,4000,36,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17801,48.45233414,27.22318971,22.47064772
21031,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100
21032,2637,51,13,28,3139,1885,8,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7771,33.93385665,40.39377172,24.2568524
21034,573,20,5,19,1489,545,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2658,21.55756208,56.01956358,20.50413845
21035,2169,33,9,34,3047,1708,9,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7018,30.90624109,43.4169279,24.33741807
21036,759,10,3,8,612,492,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1889,40.17998941,32.39809423,26.04552673
21037,5579,96,28,77,7060,4374,25,3,0,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17258,32.32703674,40.90856414,25.34476764
21040,9192,92,24,176,3282,3732,33,5,0,54,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16592,55.40019286,19.78061716,22.4927676
21042,16002,123,80,161,8566,8866,39,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33853,47.26907512,25.30351815,26.18970254
21043,17087,129,85,226,7415,9012,55,5,0,23,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34040,50.19682726,21.78319624,26.47473561
21044,21010,131,69,218,4711,7943,62,4,0,25,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34176,61.47588951,13.78452715,23.24145599
21045,17497,114,64,213,3724,6358,48,4,0,15,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28041,62.39791734,13.28055348,22.67394173
21046,7146,59,24,60,1898,2720,22,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11943,59.83421251,15.8921544,22.77484719
21047,2811,58,19,50,5890,2071,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10916,25.75119091,53.95749359,18.97215097
21048,2326,52,21,43,4396,1810,16,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8670,26.82814302,50.70357555,20.87658593
21050,3746,89,24,66,8185,3124,24,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15274,24.52533717,53.58779626,20.45305748
21051,89,2,3,7,128,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,32.24637681,46.37681159,16.66666667
21052,81,0,2,1,162,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,25.55205047,51.10410095,22.39747634
21053,732,18,7,14,1321,546,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2650,27.62264151,49.8490566,20.60377358
21054,4510,71,11,49,3660,2918,21,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11251,40.08532575,32.53044174,25.9354724
21055,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66.66666667,33.33333333,0
21056,70,1,0,1,94,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,31.96347032,42.92237443,24.20091324
21057,1235,18,19,25,1556,680,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3544,34.8476298,43.90519187,19.18735892
21060,12073,176,34,215,7768,6460,45,7,0,53,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26839,44.98304706,28.94295615,24.06945117
21061,17745,219,45,309,9358,8518,76,10,0,69,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36355,48.81034246,25.7406134,23.43006464
21071,176,7,2,3,159,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,41.70616114,37.67772512,17.53554502
21074,2770,81,28,70,6375,2670,24,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12030,23.02576891,52.9925187,22.19451372
21075,11777,108,38,185,4509,5755,47,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22452,52.45412435,20.0828434,25.63246036
21076,9422,106,15,109,3125,4486,25,3,0,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17307,54.44039984,18.05627781,25.92014792
21077,98,3,0,0,67,78,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,39.51612903,27.01612903,31.4516129
21078,6031,103,38,147,5698,3853,31,2,0,22,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15928,37.86413862,35.77348066,24.19010547
21082,248,7,1,6,390,144,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,31.0387985,48.81101377,18.02252816
21084,1347,33,14,25,3571,1212,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6212,21.68383773,57.48551191,19.5106246
21085,4990,91,36,96,5162,2896,18,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13307,37.49906064,38.79161344,21.76298189
21087,1201,32,9,19,2607,858,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4742,25.3268663,54.97680304,18.09363138
21090,3104,51,13,48,3037,1929,14,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8207,37.821372,37.00499574,23.50432558
21092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0
21093,13744,152,109,163,10442,6485,47,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31161,44.10641507,33.50983601,20.8112705
21102,2055,74,23,58,5248,2028,7,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9502,21.62702589,55.23047779,21.34287518
21104,1827,24,7,28,2002,1174,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5071,36.02839677,39.47939262,23.15125222
21105,7,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,53.84615385,30.76923077,15.38461538
21108,5772,95,18,72,5736,3732,21,1,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15462,37.33022895,37.09740008,24.13659294
21111,1419,31,19,23,1938,946,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4384,32.36770073,44.20620438,21.57846715
21113,14532,151,40,164,5955,7211,31,4,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,28120,51.67852063,21.17709815,25.64366999
21114,8462,116,28,83,5597,5234,35,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19578,43.22198386,28.58821126,26.73408928
21117,27366,138,95,249,4541,7130,60,9,0,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39631,69.05200474,11.45820191,17.99096667
21120,1882,47,17,24,2867,1256,11,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6109,30.80700606,46.9307579,20.55982976
21122,14465,293,59,283,21924,11511,54,7,0,62,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48663,29.72484228,45.05270945,23.65452192
21128,4581,52,30,60,4137,2521,16,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11405,40.1665936,36.27356423,22.1043402
21130,22,0,0,1,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,30.98591549,40.84507042,26.76056338
21131,2265,33,19,32,2850,1358,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6567,34.49063499,43.39881224,20.67915334
21132,369,11,2,10,1486,418,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,16.04347826,64.60869565,18.17391304
21133,18224,47,44,159,1121,3098,36,2,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22762,80.06326333,4.924874791,13.6104033
21136,13824,96,84,195,6270,5503,54,5,0,32,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26069,53.02850129,24.05155549,21.10936361
21139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0
21140,1024,23,3,15,1243,706,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3017,33.94100099,41.19986742,23.4007292
21144,13545,156,30,178,6673,6807,36,2,0,39,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,27470,49.30833637,24.29195486,24.77975974
21146,8719,133,36,88,9005,5578,41,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,23613,36.92457545,38.13577267,23.62258078
21152,1772,30,18,26,1907,1098,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4865,36.42343268,39.1983556,22.56937307
21153,414,3,2,7,175,149,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,54.9071618,23.20954907,19.76127321
21154,991,31,9,37,3014,949,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5042,19.65489885,59.77786593,18.82189607
21155,570,20,0,12,990,433,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2033,28.03738318,48.69650762,21.29857354
21156,78,8,3,1,171,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,24.07407407,52.77777778,18.82716049
21157,7670,188,78,169,13915,6388,53,3,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28486,26.92550727,48.84855719,22.4250509
21158,4449,104,27,80,8179,3624,33,1,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16511,26.94567258,49.53667252,21.94900369
21160,383,12,2,8,1223,338,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,19.44162437,62.08121827,17.15736041
21161,1074,30,11,30,2512,959,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4627,23.21158418,54.29003674,20.72617247
21162,1339,18,7,27,1383,815,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3606,37.13255685,38.35274542,22.60122019
21163,2728,15,20,30,1503,1409,12,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5726,47.64233322,26.24869019,24.60705554
21201,9555,47,17,102,703,2166,34,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12657,75.49182271,5.554238761,17.11305997
21202,10753,59,15,184,889,2629,42,4,0,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14609,73.60531179,6.08528989,17.99575604
21204,7261,74,62,82,3519,2725,22,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13751,52.80343248,25.59086612,19.8167406
21205,6305,18,7,97,641,1292,23,2,0,24,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8411,74.96136012,7.620972536,15.360837
21206,26389,105,36,307,3115,5038,71,8,0,65,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35140,75.09675583,8.864541833,14.33693796
21207,27798,98,47,282,1566,4437,48,10,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,34343,80.94225898,4.559881198,12.9196634
21208,19660,84,73,142,3403,4073,28,1,0,22,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27491,71.51431378,12.37859663,14.81575788
21209,13299,69,38,111,3498,3495,36,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20554,64.70273426,17.01858519,17.00398949
21210,6655,28,5,31,1008,1409,23,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9165,72.6132024,10.99836334,15.37370431
21211,10241,54,8,84,1097,2348,70,13,0,19,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13938,73.47539102,7.870569666,16.84603243
21212,17390,84,39,148,2854,3757,58,3,0,26,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24363,71.37873004,11.71448508,15.42092517
21213,17552,37,11,242,883,2542,43,7,0,51,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21372,82.12614636,4.131574022,11.894067
21214,11623,34,18,102,1254,2120,58,3,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15238,76.27641423,8.229426434,13.91258695
21215,31794,54,31,378,2484,4670,42,7,0,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39524,80.44226293,6.284788989,11.81560571
21216,17077,37,11,199,664,2307,39,8,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20381,83.78882292,3.257936313,11.31936608
21217,18194,49,12,230,863,2853,47,8,0,53,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22312,81.543564,3.86787379,12.78684116
21218,26354,79,27,267,1411,4359,151,11,0,61,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32724,80.53416453,4.311820071,13.32049872
21219,2486,38,16,66,3374,1589,7,0,0,14,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7592,32.74499473,44.44151739,20.92992624
21220,13770,166,62,260,9435,6550,47,9,0,66,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30369,45.34228984,31.06786526,21.56804636
21221,13945,146,57,284,8415,5991,66,3,0,54,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28964,48.14597431,29.05330755,20.68429775
21222,16289,217,102,405,10795,8434,64,5,0,102,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,36421,44.72419758,29.6394937,23.15696988
21223,10654,42,16,186,833,2068,29,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13879,76.76345558,6.001873334,14.90020895
21224,19268,184,31,276,5287,6894,74,5,0,46,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,32070,60.08107265,16.48581229,21.49672591
21225,11375,84,15,247,3542,4056,34,4,0,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19414,58.59173792,18.24456578,20.89213969
21226,1871,20,3,46,1416,1202,13,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4580,40.85152838,30.91703057,26.24454148
