zip,county,num_below_p50,pop2018,ec_zip,ec_se_zip,nbhd_ec_zip,ec_grp_mem_zip,ec_high_zip,ec_high_se_zip,nbhd_ec_high_zip,ec_grp_mem_high_zip,exposure_grp_mem_zip,exposure_grp_mem_high_zip,nbhd_exposure_zip,bias_grp_mem_zip,bias_grp_mem_high_zip,nbhd_bias_zip,nbhd_bias_high_zip,clustering_zip,support_ratio_zip,volunteering_rate_zip,civic_organizations_zip
20601,24017,1881.325947105885,26401,1.00309,0.01404,1.1340801,1.1596,1.2772599,0.01246,1.41633,1.36412,1.21437,1.28175,1.24573,0.0451,-0.064259999,0.08963,-0.13695,0.092579998,0.86533999,0.04084,0.02495
20602,24017,2408.223342895508,26078,1.00289,0.01125,0.80106997,1.05196,1.28606,0.01211,1.05896,1.3543,1.13515,1.2526799,0.95352,0.073279999,-0.081119999,0.15988,-0.11058,0.090839997,0.90025002,0.038389999,0.01058
20603,24017,1687.011510014534,31401,1.03632,0.01461,1.3424,1.2064,1.3061301,0.01216,1.52197,1.39949,1.22656,1.3097301,1.3763,0.01643,-0.068530001,0.024630001,-0.10585,0.089060001,0.85404998,0.04628,0.0068299999
20607,24033,489.1469240188599,11234,1.0248801,0.02265,NA,1.22455,1.3399,0.015790001,NA,1.4300801,1.18384,1.32319,NA,-0.034389999,-0.080779999,NA,NA,0.085490003,0.75239003,0.045510001,0.01496
20609,24037,91.08575439453124,1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11148067,0.88644725,0.11277434,0.029594913
20611,24017,56.97075271606445,1535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092334591,0.83004314,0.13674475,0.042583976
20613,24033,761.1316223144531,13855,0.99456,0.017859999,1.32075,1.19148,1.32543,0.01397,1.54707,1.42699,1.20392,1.3069299,1.32803,0.01033,-0.091859996,0.0054799998,-0.16494,0.09127,0.75347,0.046950001,0.01452
20616,24017,451.3479347229004,6106,0.96947998,0.02272,NA,1.11976,1.2605799,0.016869999,NA,1.32829,1.1540999,1.2603,NA,0.029750001,-0.053950001,NA,NA,0.092739999,0.75378001,0.049219999,0.0156
20618,24037,49.38128280639648,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11226995,0.8406626,0.079891123,0.0051072855
20619,24037,643.5510177612305,13533,1.16796,0.016310001,1.2737,1.26328,1.46864,0.01244,1.59068,1.54647,1.28083,1.37649,1.40475,0.0137,-0.12349,0.093290001,-0.13236,0.09561,0.90307999,0.071829997,0.0093
20620,24037,75.76097106933594,1365,1.02637,0.038430002,NA,1.11845,1.4185801,0.027550001,NA,1.49598,1.21442,1.36446,NA,0.079020001,-0.096380003,NA,NA,0.10088,0.71337998,0.071010001,0.02837
20621,24037,98.08174324035645,1046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11835235,0.92788959,0.046951432,0.0060156896
20622,24017,224.6731605529785,6301,1.11988,0.031720001,NA,1.34275,1.42961,0.020260001,NA,1.51196,1.31006,1.36028,NA,-0.02496,-0.1115,NA,NA,0.095480002,0.79597998,0.086889997,0.0272
20623,24033,157.1683506965637,2934,1.03088,0.041060001,NA,NA,1.3118401,0.02416,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095490001,0.78943002,0.036479998,0.01274
20624,24037,99.33907794952393,1410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11746063,0.91348487,0.059480559,0.0050767935
20625,24017,69.45465850830078,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10333795,0.89107126,0.10349992,0.032412399
20634,24037,562.2951202392578,7334,1.0597399,0.020369999,1.09359,1.13766,1.41315,0.01549,1.51689,1.49071,1.22927,1.33302,1.3994,0.074529998,-0.1183,0.21853,-0.083959997,0.098030001,0.90140998,0.079839997,0.0071100001
20636,24037,557.1406517028809,11523,1.17855,0.02077,1.32814,1.25686,1.49282,0.01413,1.56903,1.5415601,1.3206,1.39741,1.4220901,0.04826,-0.10315,0.066069998,-0.10332,0.096079998,0.94493997,0.087499999,0.01238
20637,24017,254.8494567871094,5682,1.1065201,0.025350001,NA,1.13886,1.42533,0.016659999,NA,1.4718699,1.2675101,1.35022,NA,0.1015,-0.090089999,NA,NA,0.094230004,0.85404998,0.069030002,0.020260001
20639,24009,616.0334584712982,15139,1.2972,0.0229,1.72299,1.46955,1.52986,0.01321,1.81264,1.6059099,1.42472,1.47879,1.70069,-0.031470001,-0.085969999,-0.01311,-0.06583,0.09905,0.95507002,0.088880002,0.012
20640,24017,1132.151935577393,10018,1.0229,0.016450001,0.75414002,1.12107,1.29742,0.01663,0.91611999,1.3387001,1.13099,1.23762,0.88271999,0.0087700002,-0.081670001,0.14566,-0.037840001,0.097170003,0.94388998,0.04078,0.016489999
20645,24017,56.03656005859375,998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095036909,0.52689058,0.08989431,NA
20646,24017,859.1909742355347,20974,1.08644,0.016109999,1.22379,1.22812,1.42423,0.01303,1.5807,1.51004,1.30278,1.3662699,1.40152,0.05731,-0.10523,0.12682,-0.12784,0.093410000000000007,0.95305997,0.068570003,0.019859999
20650,24037,652.3333435058594,14096,1.14272,0.01842,1.14186,1.24633,1.5125099,0.01377,1.57033,1.5588599,1.32225,1.39952,1.39766,0.05742,-0.11386,0.18302,-0.12355,0.096550003,0.93077999,0.083209999,0.02094
20653,24037,2437.653800964355,23546,0.91029,0.01282,0.74691999,0.9102,1.3403,0.01284,1.29395,1.38437,1.1533099,1.2737,1.11233,0.21078999,-0.086889997,0.32850999,-0.16328,0.10514,0.97792,0.050469998,0.0057299999
20657,24009,1928.139198303223,18963,1.1407599,0.01237,0.86522001,1.1109,1.41392,0.01321,1.10788,1.42635,1.19561,1.29898,1.02229,0.070859998,-0.098049998,0.15365,-0.083719999,0.10404,0.97078001,0.063139997,0.0079300003
20658,24017,65.2157211303711,875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096327975,0.71774119,0.083043702,0.012754551
20659,24037,1513.826418638229,23358,1.1819299,0.01359,1.26334,1.25892,1.42347,0.01232,1.47738,1.50178,1.30541,1.35939,1.3425699,0.03562,-0.10474,0.059020001,-0.10041,0.10372,0.97948003,0.067570001,0.0082999999
20662,24017,333.6229553222656,2994,0.88502997,0.02964,NA,1.0289299,1.2898999,0.029789999,NA,1.36757,1.12806,1.27131,NA,0.087870002,-0.075719997,NA,NA,0.094219998,0.90275002,0.047800001,0.02777
20664,24017,194.0994358062744,3501,0.96811002,0.029060001,NA,1.19486,1.38639,0.022679999,NA,1.46408,1.20846,1.33196,NA,0.01126,-0.099189997,NA,NA,0.09601,0.90886998,0.072899997,0.0057299999
20670,24037,523.03363037109375,1552,1.10473,0.032910001,NA,1.169,1.31107,0.02187,NA,1.37681,1.1092,1.21319,NA,-0.053909998,-0.13485999,NA,NA,0.075439997,0.78849,0.042679999,0.075609997
20674,24037,43.5754508972168,1059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087174505,0.77976489,0.028083194,NA
20675,24017,59.49671936035156,2161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083703935,0.78141832,0.084789202,0.015023078
20676,24009,228.8319625854492,4422,1.23409,0.035730001,NA,1.30401,1.46692,0.0189,NA,1.53363,1.31519,1.40679,NA,0.0085100001,-0.090170003,NA,NA,0.1021,0.89183998,0.071630001,0.020649999
20677,24017,121.4494160041213,2603,1.0607001,0.040830001,NA,NA,1.43194,0.02238,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09719,0.72842997,0.066799998,0.034359999
20678,24009,758.7501211166382,12418,1.1858701,0.01633,1.28452,1.26968,1.46071,0.01353,1.46706,1.50789,1.3152,1.38823,1.32762,0.03461,-0.086199999,0.03246,-0.10504,0.10031,0.96178001,0.067510001,0.02758
20680,24037,59.00138092041016,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10347085,0.90407783,0.0956937,0.028957421
20684,24037,59.30164337158203,1362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086928964,0.92152405,0.1228356,0.011470695
20685,24009,402.1279144287109,6731,1.1964099,0.022469999,1.41324,1.30215,1.4498399,0.01578,1.59357,1.5345,1.31057,1.39695,1.39003,0.00642,-0.098459996,-0.016690001,-0.14643,0.10181,0.92681003,0.081720002,0.0065199998
20688,24009,166.5843963623047,1739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090466999,0.58034331,0.073751852,0.11548103
20689,24009,71.34179210662842,2247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092698887,0.85075998,0.097985558,0.017705774
20690,24037,38.8527946472168,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087249435,0.75023627,0.056334857,0.011664839
20693,24017,61.8726921081543,947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089171574,0.81507307,0.070934847,0.004094949
20695,24017,317.5144839286804,7924,1.05151,0.02107,NA,1.24237,1.31661,0.0144,NA,1.40473,1.2080899,1.2853301,NA,-0.02837,-0.092890002,NA,NA,0.089129999,0.68472999,0.04764,0.020199999
20705,24033,2092.045844376087,27873,0.81863999,0.01466,0.92580998,1.02047,1.31189,0.0163,1.41768,1.48577,1.13632,1.37524,1.08951,0.10195,-0.080370001,0.15026,-0.3012,0.085069999,0.78334999,0.030549999,0.02101
20706,24033,4828.438861846924,42397,0.79374999,0.01315,0.85641003,0.97170001,1.2467099,0.01513,1.32853,1.43499,1.08288,1.3018301,0.97815001,0.10267,-0.10228,0.12446,-0.35820001,0.085359998,0.80952001,0.028519999,0.025319999
20707,24033,2460.482299804688,32556,0.90333003,0.01507,0.91434997,1.09373,1.4036601,0.01333,1.54741,1.5368,1.2226,1.42713,1.26,0.1054,-0.076849997,0.27432001,-0.2281,0.085720003,0.76691002,0.04831,0.020579999
20708,24033,3272.05641245842,27089,0.86756998,0.01322,0.96007001,1.07691,1.29197,0.01416,1.33302,1.43889,1.13246,1.352,1.06098,0.04905,-0.064259999,0.095109999,-0.25639999,0.081770003,0.67842001,0.033009999,0.0038399999
20710,24033,1564.514312267303,9794,0.69136,0.017929999,NA,0.96925998,1.1038001,0.023700001,NA,1.3460799,1.00933,1.26457,NA,0.039700001,-0.064450003,NA,NA,0.0779,0.59859002,0.02328,0.01151
20711,24003,564.8815577030182,7085,0.88532001,0.027550001,1.20083,1.15746,1.3312,0.02289,1.54583,1.48982,1.30988,1.4577,1.40088,0.11637,-0.02204,0.1428,-0.10347,0.098080002,0.93115002,0.063550003,0.01054
20712,24033,1695.430290222168,9496,0.80211002,0.01756,0.65059,1.0227799,1.39404,0.02076,1.2880501,1.55244,1.07742,1.41661,0.88069999,0.050719999,-0.095880002,0.26128,-0.46252999,0.071520001,0.62269998,0.065729998,0.01014
20714,24009,234.8113689422607,4622,1.25688,0.02798,NA,1.37904,1.49869,0.017240001,NA,1.55586,1.37032,1.43238,NA,-0.00636,-0.086209998,NA,NA,0.10238,0.86480999,0.092289999,0.01229
20715,24033,1166.299606323242,26768,1.07748,0.02397,1.73716,1.34193,1.45069,0.01471,1.86606,1.63029,1.2922601,1.46009,1.70534,-0.03844,-0.11656999999999999,-0.01866,-0.094240002,0.08602,0.87276,0.072250001,0.039000001
20716,24033,1316.041083574295,22083,1.0844001,0.02337,NA,1.32349,1.39634,0.01415,NA,1.52851,1.28275,1.41329,NA,-0.03176,-0.081519999,NA,NA,0.088229999,0.76279998,0.044399999,0.01055
20720,24033,1015.962020158768,23502,1.1125799,0.026249999,NA,1.385,1.37387,0.016480001,NA,1.5706199,1.32207,1.43207,NA,-0.047600001,-0.096749999,NA,NA,0.09008,0.75896001,0.047339998,0.01355
20721,24033,1390.753044128418,29811,1.0499099,0.01895,1.5944999,1.28538,1.39764,0.01441,1.73358,1.5115,1.24246,1.4097,1.4852999,-0.034540001,-0.072219998,-0.073519997,-0.16716,0.090449996,0.81176001,0.040210001,0.023019999
20722,24033,976.75726318359375,6022,0.75575,0.023329999,NA,1.03915,1.37301,0.025049999,NA,1.52939,1.05916,1.40319,NA,0.018890001,-0.089929998,NA,NA,0.083080001,0.70941001,0.057100002,0.033939999
20723,24027,1974.533561229706,35091,1.10659,0.0163,1.31662,1.32039,1.5372,0.01407,1.63015,1.62308,1.3332,1.51139,1.32937,0.0096100001,-0.073899999,0.0095899999,-0.22626001,0.090240002,0.85347003,0.060940001,0.0036299999
20724,24003,1101.819458007813,17736,0.87717998,0.01991,1.29223,1.16812,1.28159,0.01692,1.61524,1.48976,1.20469,1.37844,1.48039,0.03035,-0.080760002,0.12710001,-0.091090001,0.084880002,0.67771,0.03534,0.00382
20732,24009,695.3259372711182,9664,1.2692699,0.018230001,1.29249,1.35437,1.5061899,0.01315,1.55994,1.56663,1.37372,1.43332,1.40911,0.01409,-0.093000002,0.082759999,-0.10704,0.093099996,0.93743002,0.096529998,0.0081799999
20733,24003,205.5847368240356,2788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11353135,0.93107778,0.081962809,0.015030175
20735,24033,2482.824892044067,39323,0.91759998,0.01405,1.21007,1.17046,1.26266,0.01237,1.49149,1.40785,1.1693799,1.27371,1.19549,-9.2999998e-4,-0.10532,-0.0122,-0.2476,0.086999997,0.85440999,0.02819,0.020020001
20736,24009,315.1477498114109,9491,1.34086,0.02974,NA,1.43313,1.53676,0.01483,NA,1.61788,1.41198,1.47955,NA,-0.01498,-0.093489997,NA,NA,0.098870002,0.92865998,0.096510001,0.01183
20737,24033,3492.052993893623,21787,0.63424999,0.01486,0.47843999,0.73142999,1.23243,0.02141,1.1289901,1.45549,0.92095,1.31671,0.74886,0.20579,-0.10541,0.36109999,-0.50761998,0.080130003,0.78648001,0.02901,0.01265
20740,24033,1381.830731391907,31848,0.92760003,0.018959999,1.2743599,1.33992,1.49719,0.017659999,1.58245,1.6110801,1.22824,1.48985,1.27806,-0.09093,-0.081370004,0.0028899999,-0.23817,0.09251,0.74185997,0.067869999,0.022120001
20742,24033,39.2758674621582,6719,1.4024,0.056279998,NA,NA,1.60748,0.030750001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11279,0.60952997,0.09967,0.30136001
20743,24033,7481.575922489166,39234,0.89431,0.0088799996,0.76045001,0.98128003,1.20324,0.01137,0.99700999,1.28229,1.0213701,1.1946,0.82344002,0.039250001,-0.073399998,0.07649,-0.21077999,0.078129999,0.82993001,0.024660001,0.01469
20744,24033,4028.382122039795,54453,0.94476002,0.01266,1.39592,1.21671,1.21705,0.01397,1.53048,1.39201,1.21506,1.30443,1.34541,-0.00136,-0.067139998,-0.037549999,-0.13756,0.087020002,0.85508001,0.02861,0.01327
20745,24033,4871.194119691849,28472,0.85795999,0.0098700002,0.63994002,0.93877,1.19793,0.01287,0.95919001,1.28685,1.0004801,1.20046,0.76955998,0.06168,-0.071960002,0.16843,-0.24641,0.077639997,0.79589999,0.021029999,0.0074499999
20746,24033,5084.60839933157,27241,0.90363002,0.0115,1.12085,1.0929199,1.20981,0.01132,1.28755,1.32971,1.1203901,1.22194,1.06188,0.02452,-0.088200003,-0.05553,-0.21252,0.082970001,0.74984002,0.02471,0.01432
20747,24033,7096.731851100922,39946,0.87203997,0.01076,0.91545999,1.05099,1.17589,0.01201,1.26986,1.3094,1.09482,1.21223,1.00738,0.040040001,-0.080150001,0.091250002,-0.26056001,0.082730003,0.82292998,0.02141,0.01116
20748,24033,5420.123463630676,38011,0.85364002,0.01179,0.99751002,1.07023,1.18831,0.01312,1.24166,1.31511,1.0881,1.21717,0.98883998,0.016419999,-0.080459997,-0.0087700002,-0.25567001,0.081830002,0.77135998,0.0233,0.01543
20751,24003,181.6704359054565,2240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10489635,0.93796402,0.05333478,0.037033897
20754,24009,195.4983835816383,6910,1.28593,0.029340001,NA,1.4263901,1.57182,0.01622,NA,1.59874,1.37612,1.46468,NA,-0.036529999,-0.091530003,NA,NA,0.09877,0.90465999,0.078929998,0.015969999
20755,24003,1698.193557739258,10297,1.22163,0.01629,NA,1.28017,1.32008,0.01417,NA,1.3756,1.15492,1.20752,NA,-0.10845,-0.13919,NA,NA,0.075220004,0.69261998,0.075910002,0.01981
20758,24003,22.37676811218262,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095068201,0.71525455,0.094561093,0.038282245
20759,24027,73.003448486328125,5011,1.44339,0.045279998,NA,NA,1.71805,0.01663,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085330002,0.90609998,0.087970003,0.040569998
20762,24033,1366.35693359375,2964,1.23183,0.01905,NA,1.22765,1.31968,0.017859999,NA,1.34302,1.17968,1.19847,NA,-0.040660001,-0.12061,NA,NA,0.081270002,0.86584997,0.10557,0.036929999
20763,24027,268.078857421875,2113,0.86940998,0.041000001,NA,NA,1.28009,0.03455,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089639999,0.51183999,0.043200001,0.048409998
20764,24003,314.1120910644531,4177,1.2781,0.032919999,NA,1.39369,1.5052,0.017689999,NA,1.6059999,1.40373,1.49932,NA,0.00715,-0.071149997,NA,NA,0.10316,0.92219001,0.098109998,0.0078499997
20769,24033,290.3785705566406,7439,0.96402001,0.03167,NA,1.23026,1.41737,0.022810001,NA,1.60712,1.26001,1.45603,NA,0.02362,-0.10377,NA,NA,0.08732,0.63887,0.03548,0.019610001
20770,24033,2929.510757446289,24629,0.86826998,0.01535,1.0372601,1.08741,1.37704,0.0152,1.48904,1.5607899,1.1878099,1.4148999,1.12476,0.084519997,-0.10311,0.077799998,-0.32387999,0.082489997,0.71855998,0.046700001,0.02152
20772,24033,2592.722515583038,44948,1.03869,0.0134,1.44368,1.26086,1.34089,0.01088,1.61605,1.47105,1.22165,1.33169,1.36403,-0.032099999,-0.10465,-0.058389999,-0.18476,0.08766,0.83809,0.03751,0.02613
20774,24033,3157.663468360901,46812,1.03311,0.01346,1.4866101,1.25123,1.3493299,0.0112,1.6223,1.47033,1.22113,1.34804,1.37712,-0.02465,-0.090709999,-0.079510003,-0.17804,0.086400002,0.83761001,0.035119999,0.01675
20776,24003,136.931209564209,3149,1.13108,0.050129998,NA,NA,1.46305,0.02702,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10526,0.88352001,0.07886,0.01444
20777,24027,72.08632445335388,3616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092353538,0.82889104,0.12071584,0.021399809
20778,24003,141.7181167602539,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.099982664,0.87217337,0.098133303,0.027523281
20779,24003,36.67770767211914,985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094897442,0.66616088,0.087800331,0.020042134
20781,24033,1765.957482218742,11626,0.69755,0.01809,0.54400998,0.85178,1.38684,0.022569999,1.403,1.60584,1.06581,1.43012,0.91149998,0.20081,-0.12287,0.40316999,-0.53921998,0.076200001,0.68685001,0.048280001,0.029859999
20782,24033,4004.595083236694,32553,0.73227,0.01354,0.67625999,0.82343,1.318,0.0163,1.30013,1.52466,1.04704,1.3645,0.91643,0.21356,-0.11738,0.26207,-0.41869,0.081419997,0.72246999,0.036010001,0.0092799999
20783,24033,7747.254968643188,45559,0.57392001,0.01294,0.39539999,0.48637,1.09834,0.02152,0.90360999,1.24116,0.72305,1.14007,0.60377997,0.32732999,-0.08867,0.34512001,-0.49658999,0.075900003,0.80449998,0.01701,0.0042599998
20784,24033,4516.455297470093,30184,0.69417,0.0135,0.73628998,0.87831998,1.16413,0.017510001,1.19036,1.38246,0.97649002,1.24207,0.79155999,0.10053,-0.11303,0.069820002,-0.50380999,0.079729997,0.75875998,0.020509999,0.0079399999
20785,24033,8043.141876220703,37601,0.84366,0.01221,1.00634,1.03599,1.27911,0.01347,1.36078,1.39448,1.12556,1.30058,1.05419,0.079580002,-0.072190002,0.045389999,-0.29082999,0.083690003,0.77449,0.035750002,0.01225
20794,24027,799.5703015327454,16601,0.93671,0.02177,NA,1.23195,1.34938,0.019090001,NA,1.55494,1.21977,1.45083,NA,-0.0099900002,-0.071759999,NA,NA,0.087899998,0.73922002,0.05627,0.0080300001
20814,24031,765.3011945486069,28930,1.43402,0.019549999,1.4826,1.57063,1.63954,0.01262,1.80904,1.72167,1.49079,1.61631,1.6976399,-0.05356,-0.065190002,0.12667,-0.065619998,0.08794,0.73954999,0.07745,0.041159999
20815,24031,853.7546830177307,30512,1.4358900000000001,0.021199999,NA,1.54699,1.68959,0.01395,NA,1.80615,1.47428,1.66557,NA,-0.049320001,-0.084399998,NA,NA,0.079290003,0.74953997000000006,0.090350002,0.01433
20816,24031,388.0310198664665,16367,1.56978,0.037909999,NA,1.74326,1.76914,0.01788,NA,1.82112,1.61826,1.6963,NA,-0.077239998,-0.073579997,NA,NA,0.083010003,0.81026,0.07649,0.01125
20817,24031,1260.72436016798,36681,1.49625,0.02557,NA,1.65957,1.76151,0.01489,NA,1.83372,1.56512,1.68852,NA,-0.060350001,-0.085989997,NA,NA,0.08241,0.82450998,0.074100003,0.02008
20818,24031,50.33351516723633,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073176563,0.66643351,0.04842535,0.049490593
20832,24031,1401.865181922913,26448,1.35997,0.035160001,1.80822,1.60838,1.6344399,0.01424,1.89688,1.80881,1.56647,1.6380399,1.8337899,-0.026760001,-0.10425,0.01395,-0.034400001,0.093780003,0.93282998,0.071840003,0.017340001
20833,24031,301.7820400595665,7750,1.14674,0.052159999,NA,NA,1.6590101,0.0184,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092,0.90983999,0.066880003,0.0064400001
20837,24031,313.07763671875,6225,1.15486,0.04245,NA,1.4371099,1.63489,0.01897,NA,1.72025,1.46597,1.59174,NA,0.01969,-0.080729999,NA,NA,0.097489998,0.97926998,0.073140003,0.028589999
20841,24031,566.2968635559082,10481,1.24508,0.0559,NA,NA,1.58322,0.02241,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097740002,0.82894999,0.058189999,0.0114
20842,24031,84.34654498100281,1712,1.1555001,0.054159999,NA,NA,1.57011,0.029589999,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098870002,0.89398998,0.060550001,0.035580002
20850,24031,2894.521903753281,51568,1.19888,0.016960001,1.54662,1.4837199,1.6073999,0.01292,1.73831,1.67616,1.42829,1.58629,1.55846,-0.03881,-0.05666,0.0076000001,-0.1154,0.091059998,0.79790002,0.062460002,0.033
20851,24031,1312.348220825195,15106,0.88959998,0.023940001,0.96279001,1.2778,1.4657201,0.020020001,1.51464,1.67278,1.31967,1.54843,1.33485,0.031720001,-0.080310002,0.27873001,-0.13469,0.085139997,0.792,0.05565,0.0088099996
20852,24031,2291.789605617523,46904,1.24102,0.01781,1.42884,1.48023,1.62537,0.01228,1.72613,1.68756,1.4495,1.59949,1.57056,-0.021199999,-0.055070002,0.090230003,-0.09905,0.08732,0.75373,0.063340001,0.01275
20853,24031,1874.071908950806,31178,0.99303001,0.022949999,1.52707,1.30896,1.49657,0.01822,1.6964,1.67749,1.3797899,1.57327,1.51574,0.051339999,-0.066239998,-0.0074800001,-0.11919,0.089539997,0.85031003,0.054299999,0.0086000003
20854,24031,1537.874760150909,49194,1.49798,0.02517,1.69312,1.6924599,1.7124,0.015699999,1.83095,1.8528,1.62843,1.71387,1.79857,-0.03932,-0.08106,0.058630001,-0.017999999,0.086379997,0.91904002,0.076789998,0.02046
20855,24031,897.1086444854736,14302,1.2484699,0.026419999,NA,1.45565,1.6104701,0.01459,NA,1.69832,1.44372,1.59059,NA,-0.0082599996,-0.067730002,NA,NA,0.090109996,0.75075001,0.067280002,0.032370001
20860,24031,123.7619957923889,2805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097881064,0.78157461,0.055555977,0.048337664
20861,24031,102.9677963256836,1665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092362069,0.81746364,0.075173736,0.032199901
20866,24031,1283.60274887085,16171,1.10065,0.02444,NA,1.39316,1.4528199,0.018479999,NA,1.58964,1.34733,1.51736,NA,-0.034019999,-0.04764,NA,NA,0.086599998,0.82273,0.03923,0.023150001
20871,24031,184.2692513465881,20008,1.32533,0.02926,NA,1.53909,1.56495,0.016039999,NA,1.70789,1.48358,1.58552,NA,-0.037420001,-0.077179998,NA,NA,0.085220002,0.80397999,0.049260002,0.0082599996
20872,24031,703.1946201622486,12940,1.1095901,0.02726,1.3839999,1.30546,1.53785,0.01692,1.69186,1.67465,1.41755,1.54382,1.51653,0.079080001,-0.084739998,0.087389998,-0.11561,0.097410001,0.90017003,0.065260001,0.01304
20874,24031,4555.782165527344,61045,1.09474,0.01297,1.03303,1.23633,1.52447,0.01361,1.41844,1.57889,1.31222,1.4875,1.19068,0.057829998,-0.061439998,0.13240001,-0.19129001,0.090790004,0.90081,0.042089999,0.0083600003
20876,24031,2613.950202941895,28919,1.0079401,0.017619999,0.98155999,1.17979,1.4991601,0.016310001,1.42427,1.57481,1.3144701,1.50894,1.12449,0.10246,-0.043650001,0.12710001,-0.26659,0.09302,0.83658999,0.037140001,0.00764
20877,24031,3890.581657767296,38885,0.84223998,0.01425,0.49044999,0.8937,1.376,0.01792,0.94615,1.47227,1.0853,1.43894,0.76085001,0.17654,-0.02317,0.3554,-0.24354,0.084069997,0.81836998,0.034219999,0.02361
20878,24031,4162.319389343262,64126,1.06608,0.01677,1.21676,1.28654,1.60633,0.01379,1.70911,1.7032,1.41983,1.58972,1.48464,0.093879998,-0.071379997,0.18043999,-0.15119,0.089539997,0.86782002,0.059360001,0.0082
20879,24031,2253.285327911377,27871,0.92510998,0.01888,1.05962,1.15482,1.4352601,0.016829998999999998,1.52086,1.59114,1.28531,1.49589,1.27674,0.10153,-0.063680001,0.17005999,-0.19121,0.090360001,0.81502002,0.03779,0.0134
20882,24031,482.3334743976593,13450,1.1348701,0.030200001,NA,1.40785,1.61877,0.01574,NA,1.69419,1.4268399,1.56589,NA,0.01331,-0.081929997,NA,NA,0.095820002,0.83223999,0.05706,0.01288
20886,24031,3343.214324951172,34100,0.83295,0.015900001,0.85900003,0.99831998,1.3599401,0.01706,1.39702,1.52502,1.21487,1.43964,1.13578,0.17825,-0.059300002,0.2437,-0.23,0.084119998,0.81544,0.035459999,0.0080199996
20895,24031,991.9284744262696,19637,1.17255,0.032540001,NA,1.49427,1.69418,0.01438,NA,1.77452,1.48104,1.6447001,NA,-0.0089299995,-0.078939997,NA,NA,0.081270002,0.79538,0.079570003,0.032990001
20901,24031,3532.916544914246,36154,0.86386001,0.01857,1.19928,1.14539,1.49974,0.016319999,1.64767,1.62359,1.26816,1.55275,1.33998,0.096809998,-0.045620002,0.105,-0.22962999,0.076739997,0.75506002,0.07034,0.0081799999
20902,24031,5287.052890777588,52484,0.88717002,0.016009999,1.1427799,1.22693,1.36219,0.01657,1.48027,1.5361,1.30893,1.4991601,1.34375,0.062639996,-0.024639999,0.14956,-0.10159,0.07959,0.84008002,0.060320001,0.00771
