zip,county,num_below_p50,pop2018,ec_zip,ec_se_zip,nbhd_ec_zip,ec_grp_mem_zip,ec_high_zip,ec_high_se_zip,nbhd_ec_high_zip,ec_grp_mem_high_zip,exposure_grp_mem_zip,exposure_grp_mem_high_zip,nbhd_exposure_zip,bias_grp_mem_zip,bias_grp_mem_high_zip,nbhd_bias_zip,nbhd_bias_high_zip,clustering_zip,support_ratio_zip,volunteering_rate_zip,civic_organizations_zip
21666,24035,790.5709228515625,12363,1.24208,0.018929999,1.33777,1.33646,1.56378,0.01235,1.55667,1.60586,1.34061,1.44891,1.41236,0.0031000001,-0.10832,0.052809998,-0.10218000000000001,0.10409,0.96552998,0.18301,0.023499999
21668,24035,188.4163227081299,1815,0.82586998,0.037,NA,0.99008,1.24213,0.02844,NA,1.27747,1.01507,1.13833,NA,0.02462,-0.12223,NA,NA,0.1165,0.96493,0.097060002,0.033270001
21673,24041,287.5414918661118,3423,0.85626,0.026319999,0.69379997,0.92062998,1.29134,0.02929,1.05797,1.33488,0.96358001,1.15239,0.70062,0.04456,-0.15836,0.0097399997,-0.51005,0.12055,0.95042998,0.054060001,0.01532
21678,24029,209.1976013183594,1771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13263108,0.95812428,0.10224059,0.025867749
21701,24021,2564.091355204582,37185,1.12211,0.01367,1.0733,1.23713,1.56192,0.0099499999,1.52429,1.61488,1.33676,1.47304,1.26677,0.074529998,-0.09629,0.15272,-0.20329,0.092359997,0.92150998,0.077059999,0.03551
21702,24021,2404.197998523712,42028,0.93406999,0.01386,0.76972997,1.00409,1.47174,0.01219,1.42785,1.55116,1.22588,1.413,1.13012,0.18093,-0.097779997,0.31889999,-0.26345,0.091839999,0.90259999,0.059920002,0.01424
21703,24021,2629.704902052879,36265,0.96243,0.01389,0.84451002,0.93058002,1.48173,0.01189,1.4705499,1.5820301,1.26837,1.44538,1.19842,0.26631999,-0.09454,0.29530999,-0.22708,0.092670001,0.89116001,0.046179999,0.0065100002
21704,24021,378.3148374557495,16518,1.20855,0.021779999,1.4633,1.38052,1.62173,0.01403,1.77791,1.69036,1.3995301,1.53965,1.53047,0.01359,-0.097889997,0.043889999,-0.16167,0.090559997,0.88006997,0.071330003,0.01511
21710,24021,175.4078502655029,4881,1.1812299,0.044819999,NA,1.40309,1.58128,0.01952,NA,1.67295,1.30699,1.52423,NA,-0.073530003,-0.097570002,NA,NA,0.089979999,0.79118001,0.096129999,0.01328
21711,24043,86.26716613769531,1106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10001828,0.83683068,0.093537062,0.013859175
21713,24043,587.07861328125,10379,1.11761,0.03489,NA,1.30978,1.41346,0.016829998999999998,NA,1.53992,1.2810301,1.42626,NA,-0.02244,-0.079690002,NA,NA,0.10453,0.92856997,0.12237,0.025010001
21716,24021,495.8633117675781,5311,1.2153701,0.025,1.26811,1.34233,1.5124201,0.01486,1.5812,1.58085,1.39754,1.45701,1.46979,0.03951,-0.084990002,0.13722,-0.075800002,0.089900002,0.90732998,0.093039997,0.0153
21719,24043,159.9069766998291,1036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10005104,0.90594918,0.057839494,0.036086053
21722,24043,491.6402435302734,5667,1.05518,0.036400001,NA,NA,1.3159,0.01926,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10693,0.97482002,0.094910003,0.021260001
21727,24021,402.0704174041748,6833,1.17905,0.026529999,1.07016,1.20602,1.43467,0.019549999,1.4428101,1.50542,1.29491,1.40082,1.28302,0.068640001,-0.074670002,0.16591001,-0.12454,0.10534,0.95265001,0.074979998,0.047540002
21733,24043,75.81214904785156,911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10366472,0.52566928,0.14264366,0.030751115
21737,24027,29.64444160461426,2304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098149687,0.63779271,0.10593197,0.021173162
21738,24027,64.18665447831154,3416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096181512,0.81870389,0.13052393,0.023685964
21740,24043,7214.559207439423,61803,0.89126998,0.0095800003,0.45117,0.75281,1.27818,0.01371,0.82335001,1.21997,0.88638002,1.09578,0.61294001,0.1507,-0.11333,0.26392999,-0.34327999,0.089589998,0.97587001,0.092110001,0.016519999
21742,24043,1836.892309188843,33180,0.97183001,0.01478,1.2591,1.14986,1.28692,0.01436,1.50053,1.42635,1.22552,1.3119,1.34352,0.06174,-0.087240003,0.062830001,-0.11687,0.093099996,0.92840999,0.10032,0.01107
21750,24043,550.977596282959,3732,1.05689,0.03074,1.47753,1.22747,1.17654,0.023150001,1.56401,1.39779,1.21139,1.28262,1.39465,-0.01327,-0.0898,-0.059420001,-0.12143,0.11433,0.97750998,0.083729997,0.02939
21754,24021,207.6585923433304,6689,1.30958,0.034710001,NA,1.4748000000000001,1.6159101,0.01588,NA,1.72762,1.46551,1.56429,NA,-0.0063399998,-0.10441,NA,NA,0.089749999,0.80182999,0.092399999,0.01708
21755,24021,274.2040429115295,5581,1.1379,0.03596,NA,1.2827801,1.56926,0.016100001,NA,1.62483,1.32918,1.4850399,NA,0.034910001,-0.094130002,NA,NA,0.09883,0.90125,0.081139997,0.017689999
21756,24043,254.1911509037018,3600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10572454,0.91123438,0.15149973,0.020927742
21757,24021,306.7204170227051,3192,1.14265,0.03579,NA,1.23581,1.45692,0.020989999,NA,1.54544,1.31871,1.4166,NA,0.062870003,-0.090949997,NA,NA,0.1042,0.90470999,0.11295,0.0089199999
21758,24021,366.9748538732529,4912,1.16055,0.03011,NA,1.30396,1.47805,0.018239999,NA,1.5510401,1.3272001,1.44112,NA,0.017510001,-0.076279998,NA,NA,0.098970003,0.88062,0.11087,0.023949999
21767,24043,68.75486755371094,1019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.099702865,0.60428685,0.075871825,0.040392283
21769,24021,391.2901513576508,11189,1.28102,0.02383,1.6067899,1.43443,1.59987,0.01384,1.6866699,1.65872,1.40543,1.51028,1.54526,-0.02063,-0.098289996,-0.039820001,-0.091509998,0.096979998,0.94137001,0.10265,0.020330001
21770,24021,185.6644649505615,5453,1.32456,0.03356,NA,1.44442,1.62445,0.01544,NA,1.69013,1.49854,1.56168,NA,0.036120001,-0.082249999,NA,NA,0.090800002,0.88751,0.082079999,0.01303
21771,24013,1247.293466567993,29265,1.24655,0.02461,1.67389,1.48926,1.59104,0.01261,1.82637,1.6914999,1.5137,1.58491,1.72759,0.01615,-0.067249998,0.03108,-0.057179999,0.096610002,0.93267,0.11045,0.018510001
21773,24021,311.072193145752,5494,1.21968,0.033119999,NA,1.39375,1.57365,0.01606,NA,1.62844,1.40459,1.49946,NA,0.0077200001,-0.08602,NA,NA,0.099540003,0.90670002,0.12577,0.02502
21774,24021,535.525249004364,12734,1.42307,0.02141,1.70295,1.52719,1.6478699,0.01104,1.8103,1.70259,1.46596,1.5513901,1.65429,-0.04177,-0.097460002,-0.02942,-0.094310001,0.085780002,0.89828002,0.091679998,0.00667
21776,24013,353.2743906378746,5607,1.1866601,0.03021,1.29269,1.36535,1.56256,0.01527,1.52338,1.61983,1.39191,1.50054,1.3799,0.01908,-0.079499997,0.063210003,-0.10398,0.094250001,0.87706,0.08568,0.0197
21777,24021,79.65880584716797,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08285521,0.8454814,0.075551003,0.025271431
21779,24043,69.28739166259766,1062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.099874824,0.72403395,0.16216974,0.017130299
21780,24021,157.060252726078,1638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097732216,0.61286598,0.0792052,0.032153796
21782,24043,282.878662109375,4003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10089352,0.9342066,0.13705024,0.027689682
21783,24043,562.7459418773651,9022,1.02862,0.034839999,NA,1.21969,1.33751,0.018300001,NA,1.50652,1.2778701,1.40223,NA,0.045529999,-0.074369997,NA,NA,0.09764,0.92114002,0.142,0.01383
21784,24013,1628.660353422165,38390,1.29335,0.01952,1.73613,1.43446,1.6197,0.01133,1.85131,1.74314,1.4433,1.59311,1.7175601,0.00612,-0.094169997,-0.01082,-0.077880003,0.095980003,0.95200002,0.093800001,0.01449
21787,24013,1144.269361495972,10186,1.14151,0.017039999,0.95753002,1.18404,1.4715199,0.01444,1.2278399,1.51186,1.26437,1.37897,1.04729,0.063529998,-0.096369997,0.085709997,-0.17241,0.10285,0.95833999,0.075999998,0.0151
21788,24021,922.7620099782944,11563,1.13844,0.02011,1.22965,1.24667,1.4652801,0.01453,1.48031,1.52486,1.31953,1.40973,1.32302,0.05522,-0.081670001,0.07057,-0.11889,0.10657,0.96575999,0.08704,0.01818
21791,24013,441.722668170929,5328,1.20757,0.025690001,1.21332,1.2749701,1.53552,0.01539,1.32515,1.59684,1.3725899,1.474,1.28733,0.071120001,-0.083339997,0.057489999,-0.029379999,0.096689999,0.86303002,0.099869996,0.01643
21793,24021,524.2481117248535,10163,1.09936,0.023089999,1.3252701,1.25596,1.53152,0.01432,1.62779,1.59654,1.34413,1.46264,1.38982,0.065590002,-0.091540001,0.046440002,-0.17123,0.092610002,0.91337001,0.089270003,0.019479999
21794,24027,51.5446138381958,2280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091317214,0.77415103,0.11439182,0.010704011
21795,24043,596.9138259887695,9236,0.96548003,0.026760001,1.60367,1.13281,1.28195,0.017480001,1.7520601,1.46742,1.22853,1.32112,1.56611,0.077919997,-0.11073,-0.023979999,-0.11873,0.10125,0.94314998,0.10459,0.030200001
21797,24027,349.5962820053101,8672,1.28899,0.036049999,NA,1.51322,1.6167901,0.016720001,NA,1.6862299,1.48805,1.5960701,NA,-0.01692,-0.05649,NA,NA,0.097719997,0.86508,0.11834,0.0143
21798,24021,200.7482168674469,1894,1.16847,0.038320001,NA,1.27119,1.50455,0.023709999,NA,1.5631599,1.38986,1.44818,NA,0.085390002,-0.079400003,NA,NA,0.095420003,0.88246,0.081649996,0.023189999
21801,24045,3672.598072431982,30007,0.67605001,0.01156,0.48396,0.67925,1.2035,0.017000001,0.99286002,1.23549,0.83344001,1.0635999,0.68962997,0.18501,-0.16161001,0.29822999,-0.43970999,0.10422,0.9781,0.051550001,0.019230001
21804,24045,3923.1674451828,40402,0.72219998,0.01001,0.45326999,0.65777999,1.1707799,0.01538,0.82591999,1.13635,0.77486998,0.99772,0.58043998,0.15112001,-0.13894001,0.21908,-0.42293,0.10691,0.98631001,0.044470001,0.01943
21811,24047,1867.874708652496,23701,1.05092,0.01416,0.84257001,1.07419,1.43802,0.01351,1.18862,1.433,1.08637,1.2503099,0.92720002,0.01121,-0.14612,0.09127,-0.28195,0.10452,0.98211998,0.0647,0.0221
21813,24047,231.8806738853455,2654,1.09733,0.032540001,NA,1.16977,1.43503,0.02729,NA,1.43098,1.11826,1.24635,NA,-0.04606,-0.14814,NA,NA,0.10921,0.92941999,0.063309997,0.02059
21817,24039,883.6855316162109,4777,0.70195001,0.020880001,0.65595001,0.74035001,1.03368,0.0265,0.88642001,1.04845,0.74637997,0.86291999,0.58959001,0.0080700004,-0.215,-0.11256,-0.50344998,0.16288,0.99939001,0.039000001,0.02564
21822,24045,192.3016147613525,2013,0.75297999,0.032249998,NA,0.84719002,1.14587,0.033220001,NA,1.18857,0.94647998,1.08354,NA,0.1049,-0.096929997,NA,NA,0.10087,0.81462997,0.073959999,0.0082
21826,24045,278.4389343261719,5331,0.66534001,0.02321,0.79158998,0.82115,1.1222301,0.02509,1.22842,1.23059,0.96858001,1.13699,1.0694799,0.15221,-0.082319997,0.25984001,-0.14861,0.10621,0.84833997,0.047109999,0.01605
21830,24045,488.0081481933594,3808,0.93114001,0.02892,NA,1.0249799,1.2013201,0.023779999,NA,1.2986799,1.02239,1.14241,NA,-0.00254,-0.13679001,NA,NA,0.10292,0.88538003,0.066440001,0.02241
21837,24045,332.54833984375,3266,0.81515998,0.030449999,NA,0.96012998,1.11948,0.02579,NA,1.2445600000000001,1.00002,1.11734,NA,0.039889999,-0.11386,NA,NA,0.10621,0.94437999,0.034090001,0.02221
21838,24039,198.4803466796875,1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1484745,0.97680283,0.034981269,0.030465018
21842,24047,599.5901079177856,10669,1.07111,0.0162,0.75724,1.04904,1.4306099,0.01531,1.0441099,1.39268,1.06506,1.22523,0.77030998,0.01504,-0.13666999,0.016969999,-0.35543001,0.099289998,0.97727001,0.042550001,0.038449999
21849,24045,388.5467224121094,3299,0.89078999,0.028000001,NA,0.98506999,1.15701,0.02392,NA,1.22888,0.99216998,1.08645,NA,0.00716,-0.1311,NA,NA,0.10809,0.87194002,0.044550002,0.01139
21850,24045,394.6299362182617,3096,0.86232001,0.03331,NA,0.99803001,1.13911,0.02674,NA,1.24491,1.0046901,1.14591,NA,0.0066300002,-0.086390004,NA,NA,0.10278,0.90591002,0.091140002,0.01097
21851,24047,1221.060287475586,6869,0.73139,0.01484,0.39985999,0.67909002,1.02777,0.026969999,0.52894998,0.95245999,0.70059001,0.84728998,0.37825999,0.030689999,-0.12412,-0.057130001,-0.39840001,0.12362,0.99080998,0.14075001,0.01572
21853,24039,1192.633312121034,11693,0.67136002,0.01515,0.48416999,0.67423999,1.0649,0.02283,0.77578998,1.09409,0.77568001,0.98206002,0.55162001,0.13078,-0.11408,0.12227,-0.40641001,0.12238,0.98382002,0.064709999,0.02493
21861,24045,96.29833984375,815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10383427,0.95724207,0.088246286,0.012197519
21863,24047,662.482400894165,4741,0.86602998,0.021,0.61084998,0.8743,1.2343301,0.02424,0.87585998,1.22027,0.88938999,1.05901,0.66698003,0.016960001,-0.15228,0.08416,-0.31316,0.12187,0.98795998,0.08608,0.051569998
21869,24019,131.2933042049408,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13259289,0.94150138,0.044002771,0.037696257
21871,24039,223.02228307724,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1189118,0.91977251,0.067693643,0.051317777
21874,24045,324.8233489990234,1872,0.89920002,0.03005,NA,0.95361,1.16406,0.02668,NA,1.2469,0.98188001,1.12652,NA,0.0288,-0.10686,NA,NA,0.10382,0.91214001,0.042509999,0.0035699999
21875,24045,740.7954063415527,6460,0.78727001,0.01859,0.96935999,0.91623002,1.1668299,0.02043,1.1427,1.20342,0.95289999,1.08713,0.97510999,0.038490001,-0.10697,0.0059000002,-0.17185999,0.098860003,0.89173001,0.053879999,0.01492
21901,24015,1493.680541992188,17698,0.99053001,0.016030001,1.06519,1.1257499,1.3848,0.01382,1.44251,1.47645,1.2080899,1.31215,1.22613,0.068159997,-0.12522,0.13125999,-0.17647,0.093099996,0.94316,0.07841,0.0096800001
21903,24015,510.9123001098633,6067,0.99229997,0.02179,1.20429,1.12909,1.3494999,0.01859,1.4595799,1.43715,1.1975501,1.31188,1.25754,0.05717,-0.095490001,0.042339999,-0.16066,0.097910002,0.92262,0.088440001,0.01527
21904,24015,715.6231727600098,7005,0.97904003,0.02224,1.07057,1.09641,1.3742501,0.017960001,1.42283,1.46535,1.21197,1.32144,1.23646,0.095349997,-0.10891,0.13416,-0.15073,0.10145,0.93322003,0.081359997,0.01757
21911,24015,829.1335067749023,11238,1.08796,0.021439999,1.2446899,1.20575,1.41257,0.01511,1.51043,1.50598,1.2607599,1.33316,1.2937,0.043639999,-0.12963,0.037889998,-0.16753,0.10069,0.95172,0.088789999,0.01482
21912,24015,77.68525838851929,1152,0.81582999,0.067550004,NA,NA,1.34768,0.04025,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091260001,0.87607002,0.092390001,0.023390001
21913,24015,42.22160720825195,884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10789049,0.83349937,0.068913832,0.053608373
21915,24015,183.4764709472656,2732,1.07314,0.032099999,NA,1.21709,1.43695,0.021290001,NA,1.49444,1.20525,1.34232,NA,-0.0098299999,-0.11333,NA,NA,0.097220004,0.92976999,0.11457,0.037140001
21917,24015,201.620532989502,2577,1.11081,0.045079999,NA,1.2832299,1.4541399,0.0222,NA,1.51473,1.26943,1.3614399,NA,-0.01087,-0.11259,NA,NA,0.10433,0.82690001,0.090810001,0.017969999
21918,24015,386.3154058456421,3853,1.03008,0.02939,1.08297,1.14658,1.39911,0.020129999,1.3761801,1.49721,1.2764601,1.35018,1.25994,0.10175,-0.1089,0.14045,-0.092260003,0.095430002,0.90336001,0.088129997,0.0076700002
21919,24015,220.7127990722656,2696,1.0265,0.033679999,NA,1.22378,1.34921,0.021430001,NA,1.44072,1.20671,1.28427,NA,-0.01415,-0.12182,NA,NA,0.10375,0.96267998,0.075410001,0.01422
21921,24015,3640.686407089233,44896,0.95951998,0.0117,1.00569,1.05354,1.3324,0.01249,1.3501101,1.4032201,1.13727,1.23957,1.08552,0.073629998,-0.13202,0.073540002,-0.24374001,0.09742,0.97498,0.062530003,0.01513
