PRECINCT_CODE,COUNTY_CODE,LOCATION_NAME,RA_ADDRESS1,RA_CITY,RA_STATE,RA_ZIP,CONGRESSIONAL_DISTRICT_CODE,SENATORIAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,JUDICIAL_DISTRICT_CODE,APPELLATE_DISTRICT_CODE,IS_POLLING_PLACE
1011,13,WILLIAM S. JAMES ELEMENTARY SCHOOL,1 LAURENTUM PARKWAY,ABINGDON,MD,21009,1,34,34B,3,2,1
1012,13,ABINGDON FIRE HALL,3306 ABINGDON ROAD,ABINGDON,MD,21009,1,34,34B,3,2,1
1013,13,OLD POST ROAD ELEMENTARY SCHOOL,2706 OLD PHILADELPHIA ROAD,ABINGDON,MD,21009,1,34,34B,3,2,1
1014,13,PATTERSON MILL MIDDLE-HIGH SCHOOL,85 PATTERSON MILL ROAD,BEL AIR,MD,21015,1,34,34B,3,2,1
1016,13,RIVERSIDE COMMUNITY CENTER,1 CHURCH CREEK ROAD,BELCAMP,MD,21017,1,34,34A,3,2,1
1017,13,HIGHLANDS SCHOOL,2409 CRESWELL ROAD (RT. 543),BEL AIR,MD,21015,1,35,35A,3,2,1
1018,13,OLD POST ROAD ELEMENTARY SCHOOL,2706 OLD PHILADELPHIA ROAD,ABINGDON,MD,21009,1,34,34A,3,2,1
1019,13,EDGEWOOD HIGH SCHOOL,2415 WILLOUGHBY BEACH ROAD,EDGEWOOD,MD,21040,1,34,34A,3,2,1
1020,13,CHURCH CREEK ELEMENTARY SCHOOL,4299 CHURCH CREEK ROAD,BELCAMP,MD,21017,1,34,34A,3,2,1
1022,13,OLD POST ROAD ELEMENTARY SCHOOL,2706 OLD PHILADELPHIA ROAD,ABINGDON,MD,21009,1,34,34B,3,2,1
1024,13,RIVERSIDE ELEMENTARY SCHOOL,211 STILLMEADOW DRIVE,JOPPA,MD,21085,1,34,34A,3,2,1
1027,13,HIGHLANDS SCHOOL,2409 CRESWELL ROAD (RT. 543),BEL AIR,MD,21015,1,34,34B,3,2,1
1045,13,MAGNOLIA MIDDLE SCHOOL,299 FORT HOYLE ROAD,JOPPATOWNE,MD,21085,1,7,07B,3,2,1
2001,13,GEORGE D. LISBY ELEM. SCHOOL,810 EDMUND STREET,ABERDEEN,MD,21001,1,34,34A,3,2,1
2002,13,LEVEL FIRE HALL,3633 LEVEL VILLAGE ROAD,HAVRE DE GRACE,MD,21078,1,35,35A,3,2,1
2003,13,ABERDEEN VFW 10028,821 OLD PHILADELPHIA RD,ABERDEEN,MD,21001,1,34,34A,3,2,1
2005,13,ABERDEEN MIDDLE SCHOOL,111 MT. ROYAL AVENUE,ABERDEEN,MD,21001,1,34,34A,3,2,1
2006,13,LEVEL FIRE HALL,3633 LEVEL VILLAGE ROAD,HAVRE DE GRACE,MD,21078,1,34,35A,3,2,1
2007,13,LEVEL FIRE HALL,3633 LEVEL VILLAGE ROAD,HAVRE DE GRACE,MD,21078,1,34,34A,3,2,1
2010,13,ABERDEEN SENIOR HIGH SCHOOL,251 PARADISE ROAD,ABERDEEN,MD,21001,1,34,34A,3,2,1
2014,13,HALL'S CROSS ROADS ELEM SCHOOL,203 EAST BEL AIR AVENUE,ABERDEEN,MD,21001,1,34,34A,3,2,1
2019,13,HALL'S CROSS ROADS ELEM SCHOOL,203 EAST BEL AIR AVENUE,ABERDEEN,MD,21001,1,34,34A,3,2,1
2021,13,LEVEL FIRE HALL,3633 LEVEL VILLAGE ROAD,HAVRE DE GRACE,MD,21078,1,34,34A,3,2,1
2022,13,GEORGE D. LISBY ELEM. SCHOOL,810 EDMUND STREET,ABERDEEN,MD,21001,1,35,35A,3,2,1
3001,13,SOUTHAMPTON MIDDLE SCHOOL,1200 MOORES MILL ROAD,BEL AIR,MD,21014,1,35,35A,3,2,1
3002,13,CHURCHVILLE RECREATION CENTER,3023 LEVEL ROAD,CHURCHVILLE,MD,21028,1,35,35A,3,2,1
3003,13,FALLSTON MIDDLE SCHOOL,2303 CARRS MILL ROAD,FALLSTON,MD,21047,1,35,35A,3,2,1
3004,13,HICKORY ELEMENTARY SCHOOL,2100 CONOWINGO ROAD,BEL AIR,MD,21014,1,35,35A,3,2,1
3005,13,FOREST HILL ELEMENTARY SCHOOL,2407 ROCKS ROAD,FOREST HILL,MD,21050,1,35,35A,3,2,1
3006,13,FALLSTON HIGH SCHOOL,2301 CARRS MILL ROAD,FALLSTON,MD,21047,1,7,07B,3,2,1
3008,13,NEWPORT TERRACE,23 NEWPORT DRIVE,FOREST HILL,MD,21050,1,35,35A,3,2,1
3009,13,FOREST LAKES ELEMENTARY SCHOOL,100 OSBORNE PARKWAY,FOREST HILL,MD,21050,1,35,35A,3,2,1
3010,13,BEL AIR ELEMENTARY SCHOOL,30 E. LEE STREET,BEL AIR,MD,21014,1,34,34B,3,2,1
3011,13,MT. ARARAT LODGE,136 E GORDON STREET,BEL AIR,MD,21014,1,34,34B,3,2,1
3012,13,BEL AIR MIDDLE SCHOOL,99 IDLEWILD STREET,BEL AIR,MD,21014,1,34,34B,3,2,1
3013,13,RED PUMP ELEMENTARY SCHOOL,600 RED PUMP ROAD,BEL AIR,MD,21014,1,35,35A,3,2,1
3014,13,BEL AIR HIGH SCHOOL,100 HEIGHE STREET,BEL AIR,MD,21014,1,7,07B,3,2,1
3016,13,RING FACTORY ELEMENTARY SCHOOL,1400 EMMORTON ROAD,BEL AIR,MD,21014,1,34,34B,3,2,1
3017,13,HOMESTEAD ELEMENTARY SCHOOL,900 S. MAIN STREET,BEL AIR,MD,21014,1,34,34B,3,2,1
3019,13,C. MILTON WRIGHT HIGH SCHOOL,1301 N. FOUNTAIN GREEN ROAD,BEL AIR,MD,21015,1,35,35A,3,2,1
3020,13,PROSPECT MILL ELEMENTARY SCHOOL,101 PROSPECT MILL ROAD,BEL AIR,MD,21015,1,35,35A,3,2,1
3021,13,FOUNTAIN GREEN ELEMENTARY SCHOOL,517 S. FOUNTAIN GREEN ROAD,BEL AIR,MD,21015,1,35,35A,3,2,1
3022,13,HARFORD TECHNICAL HIGH SCHOOL,200 THOMAS RUN ROAD,BEL AIR,MD,21015,1,35,35A,3,2,1
3024,13,VICTORIOUS FAITH FELLOWSHIP CHURCH,106 ROCK SPRING CHURCH ROAD,FOREST HILL,MD,21050,1,35,35A,3,2,1
3027,13,ST. MATTHEW LUTHERAN CHURCH-GREAT HALL,1200 CHURCHVILLE ROAD,BEL AIR,MD,21014,1,35,35A,3,2,1
4001,13,JARRETTSVILLE FIRE HALL,3825 FEDERAL HILL ROAD,JARRETTSVILLE,MD,21084,1,7,07B,3,2,1
4002,13,YOUTH'S BENEFIT ELEMENTARY SCHOOL,1901 FALLSTON ROAD,FALLSTON,MD,21047,1,7,07B,3,2,1
4003,13,NORRISVILLE ELEMENTARY SCHOOL,5302 NORRISVILLE ROAD,WHITE HALL,MD,21161,1,7,07B,3,2,1
4004,13,NORTH BEND ELEMENTARY SCHOOL,1445 NORTH BEND ROAD,JARRETTSVILLE,MD,21084,1,35,35A,3,2,1
4005,13,VERONICA 'RONI' CHENOWITH ACTIVITY CENTER,1707 FALLSTON ROAD,FALLSTON,MD,21047,1,35,35A,3,2,1
4006,13,JARRETTSVILLE ELEMENTARY SCHOOL,3818 NORRISVILLE ROAD,JARRETTSVILLE,MD,21084,1,7,07B,3,2,1
4007,13,JARRETTSVILLE FIRE HALL,3825 FEDERAL HILL ROAD,JARRETTSVILLE,MD,21084,1,35,35A,3,2,1
5001,13,DUBLIN ELEMENTARY SCHOOL,1527 WHITEFORD ROAD,STREET,MD,21154,1,35,35A,3,2,1
5002,13,NORTH HARFORD HIGH SCHOOL,211 PYLESVILLE ROAD,PYLESVILLE,MD,21132,1,35,35A,3,2,1
5003,13,NORTH HARFORD ELEMENTARY,120 PYLESVILLE ROAD,PYLESVILLE,MD,21132,1,35,35A,3,2,1
5004,13,DARLINGTON ELEMENTARY SCHOOL,2119 SHURESVILLE ROAD,DARLINGTON,MD,21034,1,35,35A,3,2,1
6001,13,HAVRE DE GRACE CITY GYM,700 CONGRESS AVENUE,HAVRE DE GRACE,MD,21078,1,34,34A,3,2,1
6002,13,MEADOWVALE ELEMENTARY SCHOOL,910 GRACEVIEW DRIVE,HAVRE DE GRACE,MD,21078,1,34,34A,3,2,1
6003,13,HAVRE DE GRACE ELEMENTARY SCHOOL,600 S JUNIATA STREET,HAVRE DE GRACE,MD,21078,1,34,34A,3,2,1
6004,13,MEADOWVALE ELEMENTARY SCHOOL,910 GRACEVIEW DRIVE,HAVRE DE GRACE,MD,21078,1,34,34A,3,2,1
6005,13,ABERDEEN MIDDLE SCHOOL,111 MT. ROYAL AVENUE,ABERDEEN,MD,21001,1,34,34A,3,2,1
6006,13,HAVRE DE GRACE MIDDLE-HIGH SCHOOL,401 LEWIS LANE,HAVRE DE GRACE,MD,21078,1,34,34A,3,2,1
1001,14,ELKRIDGE LANDING MID SCHOOL - CAFE AND GYM,7085 MONTGOMERY RD,ELKRIDGE,MD,21075,3,12,12A,5,3,1
1002,14,ELKRIDGE LANDING MID SCHOOL - CAFE AND GYM,7085 MONTGOMERY RD,ELKRIDGE,MD,21075,3,12,12A,5,3,1
1003,14,MAYFIELD WOODS MID SCHOOL - CAFETERIA AND GYM,7950 RED BARN WAY,ELKRIDGE,MD,21075,3,13,13,5,3,1
1004,14,BONNIE BRANCH MID SCHOOL - CAFETERIA AND GYM,4979 ILCHESTER RD,ELLICOTT CITY,MD,21043,3,12,12A,5,3,1
1005,14,WORTHINGTON ELEM SCHOOL - CAFETERIA AND GYM,4570 ROUNDHILL RD,ELLICOTT CITY,MD,21043,3,12,12A,5,3,1
1006,14,DEEP RUN ELEM SCHOOL - CAFETERIA AND GYM,6925 OLD WATERLOO RD,ELKRIDGE,MD,21075,3,13,13,5,3,1
1007,14,MAYFIELD WOODS MID SCHOOL - CAFETERIA AND GYM,7950 RED BARN WAY,ELKRIDGE,MD,21075,3,12,12A,5,3,1
1008,14,ELKRIDGE ELEM SCHOOL - CAFETERIA AND GYM,7075 MONTGOMERY RD,ELKRIDGE,MD,21075,3,12,12A,5,3,1
1009,14,MAYFIELD WOODS MID SCHOOL - CAFETERIA AND GYM,7950 RED BARN WAY,ELKRIDGE,MD,21075,3,12,12A,5,3,1
1010,14,HOWARD HIGH SCHOOL - AUX GYM AND MAIN GYM,8700 ROUTE 108,ELLICOTT CITY,MD,21043,3,12,12A,5,3,1
1011,14,BONNIE BRANCH MID SCHOOL - CAFETERIA AND GYM,4979 ILCHESTER RD,ELLICOTT CITY,MD,21043,3,12,12A,5,3,1
1012,14,ROCKBURN ELEM SCHOOL - CAFETERIA AND GYM,6145 MONTGOMERY RD,ELKRIDGE,MD,21075,3,12,12A,5,3,1
1013,14,ELKRIDGE ELEM SCHOOL - CAFETERIA AND GYM,7075 MONTGOMERY RD,ELKRIDGE,MD,21075,3,12,12A,5,3,1
1014,14,ROCKBURN ELEM SCHOOL - CAFETERIA AND GYM,6145 MONTGOMERY RD,ELKRIDGE,MD,21075,3,12,12A,5,3,1
1015,14,DEEP RUN ELEM SCHOOL - CAFETERIA AND GYM,6925 OLD WATERLOO RD,ELKRIDGE,MD,21075,3,13,13,5,3,1
1016,14,DUCKETTS LANE ELEM SCHOOL - CAFETERIA AND GYM,6501 DUCKETTS LN,ELKRIDGE,MD,21075,3,12,12A,5,3,1
1017,14,ELKRIDGE ELEM SCHOOL - CAFETERIA AND GYM,7075 MONTGOMERY RD,ELKRIDGE,MD,21075,3,12,12A,5,3,1
1018,14,DUCKETTS LANE ELEM SCHOOL - CAFETERIA AND GYM,6501 DUCKETTS LN,ELKRIDGE,MD,21075,3,12,12A,5,3,1
1019,14,BONNIE BRANCH MID SCHOOL - CAFETERIA AND GYM,4979 ILCHESTER RD,ELLICOTT CITY,MD,21043,3,12,12A,5,3,1
1020,14,BONNIE BRANCH MID SCHOOL - CAFETERIA AND GYM,4979 ILCHESTER RD,ELLICOTT CITY,MD,21043,3,12,12A,5,3,1
1021,14,DUCKETTS LANE ELEM SCHOOL - CAFETERIA AND GYM,6501 DUCKETTS LN,ELKRIDGE,MD,21075,3,12,12A,5,3,1
2001,14,ELLICOTT CITY SR CTR - MEETING ROOM,9401 FREDERICK RD,ELLICOTT CITY,MD,21042,3,9,09B,5,3,1
2002,14,ELLICOTT MILLS MID SCHOOL - CAFETERIA AND GYM,4445 MONTGOMERY RD,ELLICOTT CITY,MD,21043,3,9,09B,5,3,1
2003,14,ELLICOTT MILLS MID SCHOOL - CAFETERIA AND GYM,4445 MONTGOMERY RD,ELLICOTT CITY,MD,21043,3,9,09B,5,3,1
2004,14,HOWARD HIGH SCHOOL - AUX GYM AND MAIN GYM,8700 ROUTE 108,ELLICOTT CITY,MD,21043,3,12,12A,5,3,1
2005,14,CENTENNIAL LANE ELEM SCHOOL - CAFETERIA AND GYM,3825 CENTENNIAL LN,ELLICOTT CITY,MD,21042,3,9,09B,5,3,1
2006,14,ST. JOHN'S LANE ELEM SCHOOL - CAFETERIA AND GYM,2960 ST. JOHN'S LN,ELLICOTT CITY,MD,21042,3,9,09A,5,3,1
2007,14,MT HEBRON HIGH SCHOOL - CAFETERIA AND GYM,9440 OLD FREDERICK RD,ELLICOTT CITY,MD,21042,3,9,09A,5,3,1
2008,14,PATAPSCO MIDDLE SCHOOL - CAFETERIA AND GYM,8885 OLD FREDERICK RD,ELLICOTT CITY,MD,21043,3,9,09A,5,3,1
2009,14,ST. JOHN'S LANE ELEM SCHOOL - CAFETERIA AND GYM,2960 ST. JOHN'S LN,ELLICOTT CITY,MD,21042,3,9,09B,5,3,1
2010,14,CENTENNIAL HIGH SCHOOL - CAFETERIA AND GYM,4300 CENTENNIAL LN,ELLICOTT CITY,MD,21042,3,9,09B,5,3,1
2011,14,WAVERLY ELEM SCHOOL - CAFETERIA AND GYM,10220 WETHERBURN RD,ELLICOTT CITY,MD,21042,3,9,09A,5,3,1
2012,14,ELLICOTT CITY SR CTR - MEETING ROOM,9401 FREDERICK RD,ELLICOTT CITY,MD,21042,3,9,09B,5,3,1
2013,14,DUNLOGGIN MID SCHOOL - CAFETERIA AND GYM,9129 NORTHFIELD RD,ELLICOTT CITY,MD,21042,3,9,09B,5,3,1
2014,14,DUNLOGGIN MID SCHOOL - CAFETERIA AND GYM,9129 NORTHFIELD RD,ELLICOTT CITY,MD,21042,3,9,09B,5,3,1
2015,14,CENTENNIAL LANE ELEM SCHOOL - CAFETERIA AND GYM,3825 CENTENNIAL LN,ELLICOTT CITY,MD,21042,3,9,09B,5,3,1
2016,14,WORTHINGTON ELEM SCHOOL - CAFETERIA AND GYM,4570 ROUNDHILL RD,ELLICOTT CITY,MD,21043,3,9,09B,5,3,1
2017,14,CENTENNIAL HIGH SCHOOL - CAFETERIA AND GYM,4300 CENTENNIAL LN,ELLICOTT CITY,MD,21042,3,9,09B,5,3,1
2018,14,MT HEBRON HIGH SCHOOL - CAFETERIA AND GYM,9440 OLD FREDERICK RD,ELLICOTT CITY,MD,21042,3,9,09A,5,3,1
2019,14,WAVERLY ELEM SCHOOL - CAFETERIA AND GYM,10220 WETHERBURN RD,ELLICOTT CITY,MD,21042,3,9,09A,5,3,1
2020,14,DUNLOGGIN MID SCHOOL - CAFETERIA AND GYM,9129 NORTHFIELD RD,ELLICOTT CITY,MD,21042,3,9,09B,5,3,1
2021,14,DUNLOGGIN MID SCHOOL - CAFETERIA AND GYM,9129 NORTHFIELD RD,ELLICOTT CITY,MD,21042,3,9,09B,5,3,1
2022,14,DUNLOGGIN MID SCHOOL - CAFETERIA AND GYM,9129 NORTHFIELD RD,ELLICOTT CITY,MD,21042,3,12,12A,5,3,1
2023,14,PATAPSCO MIDDLE SCHOOL - CAFETERIA AND GYM,8885 OLD FREDERICK RD,ELLICOTT CITY,MD,21043,3,9,09B,5,3,1
2024,14,PATAPSCO MIDDLE SCHOOL - CAFETERIA AND GYM,8885 OLD FREDERICK RD,ELLICOTT CITY,MD,21043,3,9,09A,5,3,1
2025,14,BONNIE BRANCH MID SCHOOL - CAFETERIA AND GYM,4979 ILCHESTER RD,ELLICOTT CITY,MD,21043,3,9,09B,5,3,1
2026,14,CENTENNIAL HIGH SCHOOL - CAFETERIA AND GYM,4300 CENTENNIAL LN,ELLICOTT CITY,MD,21042,3,9,09A,5,3,1
3001,14,FOLLY QUARTER MID SCHOOL - CAFETERIA AND GYM,13500 TRIADELPHIA RD,ELLICOTT CITY,MD,21042,3,9,09A,5,3,1
3002,14,MARRIOTTS RIDGE HIGH SCHOOL- AUX GYM AND MAIN GYM,12100 WOODFORD DRIVE,MARRIOTTSVILLE,MD,21104,3,9,09A,5,3,1
3003,14,FOLLY QUARTER MID SCHOOL - CAFETERIA AND GYM,13500 TRIADELPHIA RD,ELLICOTT CITY,MD,21042,3,9,09A,5,3,1
3004,14,CENTENNIAL HIGH SCHOOL - CAFETERIA AND GYM,4300 CENTENNIAL LN,ELLICOTT CITY,MD,21042,3,9,09B,5,3,1
3005,14,MARRIOTTS RIDGE HIGH SCHOOL- AUX GYM AND MAIN GYM,12100 WOODFORD DRIVE,MARRIOTTSVILLE,MD,21104,3,9,09A,5,3,1
3006,14,FOLLY QUARTER MID SCHOOL - CAFETERIA AND GYM,13500 TRIADELPHIA RD,ELLICOTT CITY,MD,21042,3,9,09A,5,3,1
4001,14,ST. MICHAEL'S CATHOLIC CHURCH - MULTI-PURPOSE RM,1125 ST. MICHAELS RD,MT. AIRY,MD,21771,3,9,09A,5,3,1
4002,14,GLENELG HIGH SCHOOL - CAFETERIA AND GYM,14025 BURNTWOODS RD,GLENELG,MD,21737,3,9,09A,5,3,1
4003,14,LISBON ELEM SCHOOL - CAFETERIA AND GYM,15901 FREDERICK RD,WOODBINE,MD,21797,3,9,09A,5,3,1
4004,14,LISBON ELEM SCHOOL - CAFETERIA AND GYM,15901 FREDERICK RD,WOODBINE,MD,21797,3,9,09A,5,3,1
4005,14,ST. MICHAEL'S CATHOLIC CHURCH - MULTI-PURPOSE RM,1125 ST. MICHAELS RD,MT. AIRY,MD,21771,3,9,09A,5,3,1
4006,14,GLENELG HIGH SCHOOL - CAFETERIA AND GYM,14025 BURNTWOODS RD,GLENELG,MD,21737,3,9,09A,5,3,1
5001,14,RIVER HILL HIGH SCHOOL - CAFETERIA AND LOBBY,12101 CLARKSVILLE PIKE,CLARKSVILLE,MD,21029,3,9,09A,5,3,1
5002,14,LONGFELLOW ELEM SCHOOL- CAFE,5470 HESPERUS DRIVE,COLUMBIA,MD,21044,3,12,12A,5,3,1
5003,14,RUNNING BROOK ELEM SCHOOL - CAFETERIA AND GYM,5215 W RUNNING BROOK RD,COLUMBIA,MD,21044,3,12,12A,5,3,1
5004,14,WILDE LAKE HIGH SCHOOL - CAFETERIA AND GYM,5460 TRUMPETER RD,COLUMBIA,MD,21044,3,12,12A,5,3,1
5005,14,CLARKSVILLE MID SCHOOL - CAFETERIA AND GYM,6535 SOUTH TROTTER RD,CLARKSVILLE,MD,21029,3,13,13,5,3,1
5006,14,RESERVOIR HIGH SCHOOL - AUX GYM AND MAIN GYM,11550 SCAGGSVILLE RD,FULTON,MD,20759,3,13,13,5,3,1
5007,14,SWANSFIELD ELEM SCHOOL - CAFETERIA AND GYM,5610 CEDAR LN,COLUMBIA,MD,21044,3,12,12A,5,3,1
5008,14,HARPERS CHOICE MID SCHOOL - CAFETERIA AND GYM,5450 BEAVERKILL RD,COLUMBIA,MD,21044,3,12,12A,5,3,1
5009,14,HARPERS CHOICE MID SCHOOL - CAFETERIA AND GYM,5450 BEAVERKILL RD,COLUMBIA,MD,21044,3,12,12A,5,3,1
5010,14,RIVER HILL HIGH SCHOOL - CAFETERIA AND LOBBY,12101 CLARKSVILLE PIKE,CLARKSVILLE,MD,21029,3,9,09A,5,3,1
5011,14,SCHOOLEY MILL PARK - MULTI-PURPOSE RM,12975 HALL SHOP RD,HIGHLAND,MD,20777,3,13,13,5,3,1
5012,14,ATHOLTON HIGH SCHOOL - CAFETERIA AND GYM,6520 FREETOWN RD,COLUMBIA,MD,21044,3,12,12A,5,3,1
5013,14,ATHOLTON HIGH SCHOOL - CAFETERIA AND GYM,6520 FREETOWN RD,COLUMBIA,MD,21044,3,12,12A,5,3,1
5014,14,LONGFELLOW ELEM SCHOOL- CAFE,5470 HESPERUS DRIVE,COLUMBIA,MD,21044,3,12,12A,5,3,1
5015,14,ATHOLTON HIGH SCHOOL - CAFETERIA AND GYM,6520 FREETOWN RD,COLUMBIA,MD,21044,3,12,12A,5,3,1
5016,14,RUNNING BROOK ELEM SCHOOL - CAFETERIA AND GYM,5215 W RUNNING BROOK RD,COLUMBIA,MD,21044,3,12,12A,5,3,1
5017,14,ATHOLTON HIGH SCHOOL - CAFETERIA AND GYM,6520 FREETOWN RD,COLUMBIA,MD,21044,3,12,12A,5,3,1
5018,14,WILDE LAKE HIGH SCHOOL - CAFETERIA AND GYM,5460 TRUMPETER RD,COLUMBIA,MD,21044,3,12,12A,5,3,1
5019,14,DAYTON OAKS ELEM SCHOOL - CAFETERIA,4691 TEN OAKS RD,DAYTON,MD,21036,3,13,13,5,3,1
5020,14,RESERVOIR HIGH SCHOOL - AUX GYM AND MAIN GYM,11550 SCAGGSVILLE RD,FULTON,MD,20759,3,13,13,5,3,1
5021,14,SWANSFIELD ELEM SCHOOL - CAFETERIA AND GYM,5610 CEDAR LN,COLUMBIA,MD,21044,3,12,12A,5,3,1
5022,14,CLARKSVILLE MID SCHOOL - CAFETERIA AND GYM,6535 SOUTH TROTTER RD,CLARKSVILLE,MD,21029,3,13,13,5,3,1
5023,14,HARPERS CHOICE MID SCHOOL - CAFETERIA AND GYM,5450 BEAVERKILL RD,COLUMBIA,MD,21044,3,12,12A,5,3,1
5024,14,SCHOOLEY MILL PARK - MULTI-PURPOSE RM,12975 HALL SHOP RD,HIGHLAND,MD,20777,3,9,09A,5,3,1
6001,14,FOREST RIDGE ELEM SCHOOL - CAFETERIA AND GYM,9550 GORMAN RD,LAUREL,MD,20723,3,13,13,5,3,1
6002,14,HOPE BAPTIST CHURCH - MEETING ROOM,8801 STEPHENS RD,LAUREL,MD,20723,3,13,13,5,3,1
6003,14,HAMMOND MID SCHOOL - GYM,8100 ALADDIN DR,LAUREL,MD,20723,3,13,13,5,3,1
6004,14,CLEMENS CROSSING ELEM SCHOOL - GYM,10320 QUARTERSTAFF RD,COLUMBIA,MD,21044,3,13,13,5,3,1
6005,14,OAKLAND MILLS HIGH SCHOOL- AUX GYM AND MAIN GYM,9410 KILIMANJARO ROAD,COLUMBIA,MD,21045,3,13,13,5,3,1
6006,14,OAKLAND MILLS HIGH SCHOOL- AUX GYM AND MAIN GYM,9410 KILIMANJARO ROAD,COLUMBIA,MD,21045,3,13,13,5,3,1
6007,14,RIDGELY'S RUN COMM CTR - ALL PURPOSE RM,8400 MISSION RD,JESSUP,MD,20794,3,13,13,5,3,1
6008,14,OAKLAND MILLS HIGH SCHOOL- AUX GYM AND MAIN GYM,9410 KILIMANJARO ROAD,COLUMBIA,MD,21045,3,13,13,5,3,1
6009,14,OAKLAND MILLS HIGH SCHOOL- AUX GYM AND MAIN GYM,9410 KILIMANJARO ROAD,COLUMBIA,MD,21045,3,13,13,5,3,1
6010,14,HOWARD HIGH SCHOOL - AUX GYM AND MAIN GYM,8700 ROUTE 108,ELLICOTT CITY,MD,21043,3,13,13,5,3,1
6011,14,OAKLAND MILLS HIGH SCHOOL- AUX GYM AND MAIN GYM,9410 KILIMANJARO ROAD,COLUMBIA,MD,21045,3,12,12A,5,3,1
6012,14,LAKE ELKHORN MID SCHOOL - CAFE AND GYM,6680 CRADLEROCK WAY,COLUMBIA,MD,21045,3,13,13,5,3,1
6013,14,GUILFORD ELEM SCHOOL - CAFETERIA AND GYM,7335 OAKLAND MILLS RD,COLUMBIA,MD,21046,3,13,13,5,3,1
6014,14,PHELPS LUCK ELEM SCHOOL - CAFETERIA AND GYM,5370 OLDSTONE CT,COLUMBIA,MD,21045,3,12,12A,5,3,1
6015,14,LAUREL WOODS ELEM SCHOOL - AUX GYM AND MAIN GYM,9250 N LAUREL RD,LAUREL,MD,20723,3,13,13,5,3,1
6016,14,PHELPS LUCK ELEM SCHOOL - CAFETERIA AND GYM,5370 OLDSTONE CT,COLUMBIA,MD,21045,3,12,12A,5,3,1
6017,14,LAKE ELKHORN MID SCHOOL - CAFE AND GYM,6680 CRADLEROCK WAY,COLUMBIA,MD,21045,3,13,13,5,3,1
6018,14,HAMMOND MID SCHOOL - GYM,8100 ALADDIN DR,LAUREL,MD,20723,3,13,13,5,3,1
6019,14,GUILFORD ELEM SCHOOL - CAFETERIA AND GYM,7335 OAKLAND MILLS RD,COLUMBIA,MD,21046,3,13,13,5,3,1
6020,14,PATUXENT VALLEY MID SCHOOL - CAFETERIA AND GYM,9151 VOLLMERHAUSEN RD,JESSUP,MD,20794,3,13,13,5,3,1
6021,14,LONG REACH HIGH SCHOOL - AUX GYM AND MAIN GYM,6101 OLD DOBBIN LN,COLUMBIA,MD,21045,3,13,13,5,3,1
6022,14,LAKE ELKHORN MID SCHOOL - CAFE AND GYM,6680 CRADLEROCK WAY,COLUMBIA,MD,21045,3,13,13,5,3,1
6023,14,HAMMOND MID SCHOOL - GYM,8100 ALADDIN DR,LAUREL,MD,20723,3,13,13,5,3,1
6024,14,MURRAY HILL MID SCHOOL - CAFETERIA AND GYM,9989 WINTER SUN RD,LAUREL,MD,20723,3,13,13,5,3,1
6025,14,HAMMOND MID SCHOOL - GYM,8100 ALADDIN DR,LAUREL,MD,20723,3,13,13,5,3,1
6026,14,HAMMOND MID SCHOOL - GYM,8100 ALADDIN DR,LAUREL,MD,20723,3,13,13,5,3,1
6027,14,FOREST RIDGE ELEM SCHOOL - CAFETERIA AND GYM,9550 GORMAN RD,LAUREL,MD,20723,3,13,13,5,3,1
6028,14,LIME KILN MIDDLE SCHOOL - CAFETERIA AND GYM,11650 SCAGGSVILLE RD,FULTON,MD,20759,3,13,13,5,3,1
6029,14,LONG REACH HIGH SCHOOL - AUX GYM AND MAIN GYM,6101 OLD DOBBIN LN,COLUMBIA,MD,21045,3,13,13,5,3,1
6030,14,RIDGELY'S RUN COMM CTR - ALL PURPOSE RM,8400 MISSION RD,JESSUP,MD,20794,3,13,13,5,3,1
6031,14,JEFFERS HILL ELEM SCHOOL - CAFE AND GYM,6001 TAMAR DR,COLUMBIA,MD,21045,3,13,13,5,3,1
6032,14,LIME KILN MIDDLE SCHOOL - CAFETERIA AND GYM,11650 SCAGGSVILLE RD,FULTON,MD,20759,3,13,13,5,3,1
6033,14,PATUXENT VALLEY MID SCHOOL - CAFETERIA AND GYM,9151 VOLLMERHAUSEN RD,JESSUP,MD,20794,3,13,13,5,3,1
6034,14,LAUREL WOODS ELEM SCHOOL - AUX GYM AND MAIN GYM,9250 N LAUREL RD,LAUREL,MD,20723,3,13,13,5,3,1
6035,14,MURRAY HILL MID SCHOOL - CAFETERIA AND GYM,9989 WINTER SUN RD,LAUREL,MD,20723,3,13,13,5,3,1
1001,15,MILLINGTON FIRE HOUSE,185 SASSAFRAS STREET,MILLINGTON,MD,21651,1,36,36,2,1,1
1002,15,GALENA FIRE DEPARTMENT,90 EAST CROSS STREET,GALENA,MD,21635,1,36,36,2,1,1
2001,15,SHREWSBURY PARISH HALL,12824 SHREWSBURY CHURCH ROAD,KENNEDYVILLE,MD,21645,1,36,36,2,1,1
3001,15,KENT COUNTY COMMUNITY CENTER,11041 WORTON ROAD,WORTON,MD,21678,1,36,36,2,1,1
3002,15,BETTERTON FIRE HOUSE,2 HOWELL POINT ROAD,BETTERTON,MD,21610,1,36,36,2,1,1
